cell_barcode,ncounts,hash_umis,pval_demultiplexing,qval_demultiplexing,top_to_second_best_ratio,top_oligo,perturbation,dose_value,well,celltype,cell_line,cancer,disease,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,dose_value_num,is_control,treatment_group,n_genes
G03_A01_RT_635,2966,13.0,0.999923750798831,1.0,1.95162790697674,Nutlin_50_AB06,Nutlin,50,AB06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1751,2.7646663,0.26972353,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1751
G01_B02_RT_432,3481,8.0,2.54641610175915e-24,4.07426576281464e-23,1.00574712643678,Nutlin_50_AB06,Nutlin,50,AB06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1992,7.095662,1.4938236,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1992
A03_A01_RT_617,5637,35.0,0.0,0.0,32.364247311828,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2900,4.4349833,1.3837148,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2900
H11_B02_RT_514,3201,44.0,0.0,0.0,14.0871639202082,Nutlin_10_BB07,Nutlin,10,BB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1826,7.87254,1.9056544,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1826
D10_A01_RT_622,9989,75.0,0.0,0.0,20.4227642276423,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4344,9.810792,1.5216738,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4344
H06_A01_RT_484,3690,15.0,0.0,0.0,12.1781472684086,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1897,14.905149,1.1924119,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1897
H09_A01_RT_519,4053,66.0,0.0,0.0,59.6660465116279,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2219,4.539847,1.4557118,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2219
C09_B02_RT_695,4266,220.0,0.0,0.0,3.88072113872287,Nutlin_50_BA10,Nutlin,50,BA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2422,3.0942335,3.774027,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,2422
G08_A01_RT_716,1408,2.0,0.643583414122397,1.0,1.01478112563957,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,996,6.6051135,0.35511363,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,996
A12_B02_RT_651,6137,180.0,0.0,0.0,61.3213213213213,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2799,10.428548,2.232361,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2799
D03_B02_RT_657,5469,46.0,0.0,0.0,36.9733642154024,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2712,9.380142,2.6147375,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2712
B11_B02_RT_617,1753,5.0,9.67263293741964e-13,3.7723268455936596e-11,1.01275510204082,Nutlin_50_AB06,Nutlin,50,AB06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1124,10.382202,0.22818026,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1124
H08_A01_RT_511,6004,102.0,0.0,0.0,62.9472716125077,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2875,12.841439,1.332445,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2875
C06_A01_RT_711,1003,1.0,0.501970717220026,1.0,inf,Nutlin_50_AA10,Nutlin,50,AA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,729,7.1784644,0.3988036,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,729
H05_B02_RT_480,6916,169.0,0.0,0.0,157.252187748608,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3188,7.8079815,1.7061886,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3188
H11_A01_RT_602,5477,147.0,0.0,0.0,171.560975609756,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2512,17.016615,1.2232975,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2512
D04_B02_RT_407,3225,10.0,3.2091218317993e-30,4.49277056451902e-29,6.11111111111111,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1770,10.697675,2.1085272,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1770
D03_A01_RT_676,7402,63.0,0.0,0.0,64.6597510373444,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3246,7.079168,1.1888679,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3246
D06_A01_RT_702,14478,95.0,0.0,0.0,3.21774193548387,Nutlin_50_BA10,Nutlin,50,BA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5275,6.237049,2.182622,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,5275
D02_B02_RT_754,2874,61.0,0.0,0.0,61.7444444444444,Nutlin_50_BA10,Nutlin,50,BA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1891,3.3402922,1.4613779,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1891
D03_A01_RT_635,1068,7.0,2.86625103289423e-09,1.43312551644711e-08,3.16274509803922,Nutlin_100_AA01,Nutlin,100,AA01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,783,4.8689137,0.18726592,1,CHEMBL407632;CHEMBL191334,100.0,False,Nutlin,783
H03_B02_RT_404,1999,7.0,4.4714390521250694e-12,1.25200293459502e-10,4.06126914660832,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1333,3.951976,2.8014007,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1333
A05_A01_RT_438,7855,38.0,0.0491072950108092,0.147321885032427,30.0,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3736,2.7371101,1.9732654,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3736
H10_A01_RT_640,1004,30.0,4.6958266481833903e-88,4.69582664818339e-87,30.0304302203568,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,667,17.629482,1.0956175,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,667
D03_A01_RT_400,6047,96.0,0.0,0.0,108.2,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2965,6.3502564,1.0914503,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2965
G06_A01_RT_575,2121,19.0,1.59401532876773e-13,7.97007664383865e-12,1.01712869055668,Nutlin_50_AA02,Nutlin,50,AA02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1379,4.6676097,0.330033,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1379
D09_A01_RT_566,3548,9.0,0.85481899715818,1.0,6.40677966101695,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1903,12.655017,1.8038331,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1903
D12_B02_RT_674,3992,71.0,0.0,0.0,61.6185688941455,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2158,6.563126,1.7284569,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2158
H07_B02_RT_472,5929,17.0,4.8337920406791795e-288,1.8368409754580899e-286,2.67396477867682,Nutlin_10_BB07,Nutlin,10,BB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2695,8.568055,1.1637713,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2695
B12_A01_RT_428,4682,107.0,0.0,0.0,104.403899721448,Nutlin_50_BA02,Nutlin,50,BA02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2584,4.6347713,2.328065,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,2584
A11_B02_RT_697,4001,16.0,8.3471260008776e-05,0.001836367720193,5.81525076765609,Nutlin_10_BB07,Nutlin,10,BB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2060,12.546864,2.0994751,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2060
F12_B02_RT_615,4255,61.0,0.0,0.0,57.4042792792793,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2322,2.7262044,1.386604,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2322
H07_A01_RT_402,1416,15.0,2.1165359632850997e-223,5.2913399082127496e-222,9.03270348837209,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,952,10.593221,0.63559324,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,952
F02_B02_RT_752,4760,77.0,0.0,0.0,1.11566412748446,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2627,6.071429,1.2815126,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2627
A11_B02_RT_387,1203,2.0,1.0,1.0,inf,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,847,4.9044056,0.58187866,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,847
E12_B02_RT_739,1778,455.0,0.0,0.0,267.205237840727,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1133,9.730034,1.2935883,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1133
F06_A01_RT_726,12945,25.0,0.0,0.0,5.96642793196061,Nutlin_10_BB07,Nutlin,10,BB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4404,13.650058,1.6299729,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4404
B01_B02_RT_437,1079,7.0,8.38832617557537e-05,0.0012582489263363,1.8427734375,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,775,6.209453,0.46339202,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,775
F03_B02_RT_576,1225,31.0,0.0,0.0,25.3897142857143,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,856,4.8163266,1.6326531,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,856
H02_B02_RT_506,9143,222.0,0.0,0.0,6.83547191331622,Nutlin_50_BA10,Nutlin,50,BA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3935,3.7733786,1.8812206,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,3935
F09_B02_RT_391,7314,43.0,0.0,0.0,45.0853293413174,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3350,7.916325,2.8301888,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3350
A04_A01_RT_486,3676,5.0,3.1386429910602e-23,5.96342168301438e-22,1.98310810810811,Nutlin_10_BB07,Nutlin,10,BB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1938,14.771491,1.7410228,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1938
H03_A01_RT_696,11284,523.0,0.0,0.0,2.20417670048557,Nutlin_50_BA02,Nutlin,50,BA02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4353,8.312655,1.5154201,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,4353
D08_A01_RT_443,4057,73.0,0.0,0.0,72.8605769230769,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2205,9.71161,1.5282228,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2205
E01_A01_RT_535,5318,57.0,0.0,0.0,49.7170418006431,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2657,8.160963,1.1470478,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2657
H11_B02_RT_625,5072,128.0,0.0,0.0,181.000964320154,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2478,5.599369,1.5772871,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2478
A12_A01_RT_563,2494,60.0,0.0,0.0,65.089715536105,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1604,3.4482758,1.4033681,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1604
C11_B02_RT_700,7300,202.0,0.0,0.0,2.86210418794688,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3471,2.8356164,2.890411,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3471
G11_A01_RT_629,1485,8.0,0.999445656488632,1.0,1.00318598168061,Nutlin_50_AA10,Nutlin,50,AA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,983,4.107744,0.4040404,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,983
C09_A01_RT_499,9899,640.0,0.0,0.0,622.869328493648,Nutlin_50_AA10,Nutlin,50,AA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4260,4.3943834,1.6870391,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,4260
F11_A01_RT_492,11272,101.0,0.0,0.0,49.4945604234049,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4457,3.9478354,1.4283179,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4457
G10_A01_RT_518,8327,272.0,0.0,0.0,1.66007894647035,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3653,12.573556,2.257716,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3653
B03_B02_RT_634,12008,143.0,0.0,0.0,6.50712894429295,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4722,5.9960027,2.4150567,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4722
H04_B02_RT_686,9544,72.0,0.0,0.0,3.1757779646762,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4183,4.191115,1.7078793,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4183
F12_B02_RT_753,6428,182.0,0.0,0.0,9.62564991334489,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3089,7.9340386,1.789048,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3089
E10_B02_RT_446,3089,11.0,8.92658579690746e-34,1.42825372750519e-32,1.94984802431611,Nutlin_50_BA10,Nutlin,50,BA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1820,4.6617026,1.0683069,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1820
D01_B02_RT_490,5937,127.0,0.0,0.0,136.31843575419,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2720,13.205322,1.8864746,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2720
H02_B02_RT_511,6085,23.0,0.0,0.0,18.5006402048656,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2855,10.566968,1.2982744,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2855
G08_A01_RT_707,29997,629.0,0.0,0.0,5.17999336140179,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,7253,5.4338765,1.3868053,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,7253
B07_B02_RT_602,11448,320.0,0.0,0.0,308.081260364842,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4441,7.6257863,1.8256464,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4441
D12_A01_RT_747,2309,13.0,0.0,0.0,12.195652173913,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1375,9.008228,1.3858813,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1375
H05_A01_RT_631,2118,1.0,0.999999999963974,1.0,inf,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1197,9.490085,0.1888574,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1197
F10_A01_RT_432,6095,64.0,0.0,0.0,48.4036751630113,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3028,7.940935,1.8539786,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3028
D04_A01_RT_621,7528,93.0,0.0,0.0,1.39423417049876,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3593,4.4367695,1.8597237,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3593
A12_B02_RT_465,11018,26.0,0.045464332097368,1.0,19.7057142857143,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3854,18.914503,1.896896,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3854
G06_B02_RT_735,5422,97.0,0.0,0.0,117.734589041096,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2450,15.344892,1.6230173,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2450
B10_B02_RT_484,1099,6.0,0.999999996898945,1.0,1.97321428571429,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,801,5.186533,0.5459509,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,801
E11_A01_RT_384,5659,93.0,0.0,0.0,2.98151882831355,Nutlin_50_BA10,Nutlin,50,BA10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2796,11.433115,1.555045,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,2796
A08_A01_RT_755,1418,139.0,0.0,0.0,82.0496083550914,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,989,4.8660083,1.480959,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,989
B06_A01_RT_476,6430,27.0,0.0,0.0,25.7138914443422,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3058,7.9004664,2.5349922,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3058
D11_B02_RT_498,10684,178.0,0.0,0.0,3.26731069059338,Nutlin_50_AB06,Nutlin,50,AB06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4671,4.0340695,2.7892175,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,4671
D02_B02_RT_526,4667,1233.0,0.0,0.0,18.8406248619029,Nutlin_100_BA01,Nutlin,100,BA01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2483,9.535033,1.6070281,1,CHEMBL407632;CHEMBL191334,100.0,False,Nutlin,2483
G09_A01_RT_722,1065,204.0,0.0,0.0,105.934669338677,Nutlin_50_AB06,Nutlin,50,AB06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,780,7.3239436,1.7840376,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,780
G09_B02_RT_721,8947,158.0,0.0,0.0,3.92484138604197,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3874,6.2479043,1.9783168,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3874
F03_A01_RT_543,6278,107.0,0.0,0.0,118.584084084084,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2934,9.063396,1.3857917,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2934
E08_B02_RT_460,7435,89.0,0.0,0.0,4.27536459150071,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3251,9.213181,1.5198386,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3251
A08_B02_RT_691,5872,106.0,0.0,0.0,8.1522091974752,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2767,11.648501,1.226158,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2767
B07_B02_RT_433,1411,1.0,0.999197826488233,1.0,inf,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,994,1.9135365,0.42523032,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,994
F12_B02_RT_558,8411,103.0,0.0,0.0,106.957446808511,Nutlin_10_AB07,Nutlin,10,AB07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3710,9.42813,2.7939603,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3710
G03_B02_RT_710,3510,6.0,3.00699854032924e-10,1.23286940153499e-08,1.8894472361809,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1916,7.5498576,0.34188035,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1916
D03_B02_RT_640,4169,109.0,0.0,0.0,101.747539085119,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2245,7.3878627,1.942912,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2245
G06_B02_RT_517,24496,519.0,0.0,0.0,2.25058053799346,Nutlin_50_BA02,Nutlin,50,BA02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,7022,3.24951,2.918844,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,7022
F01_B02_RT_630,6007,81.0,0.0,0.0,4.3947917611832,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2875,8.839687,1.3151324,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2875
A01_B02_RT_599,10299,198.0,0.0,0.0,5.72720994475138,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4260,4.505292,2.7187107,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,4260
A08_B02_RT_741,5452,95.0,0.0,0.0,99.0571992110454,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2696,7.648569,1.889215,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2696
A01_B02_RT_636,8406,174.0,0.0,0.0,3.75248212867355,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3653,6.2574353,1.5346181,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3653
D04_B02_RT_464,4525,77.0,0.0,0.0,69.93,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2285,10.187845,1.1049724,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,2285
A10_A01_RT_751,1783,52.0,0.0,0.0,54.4921465968586,Nutlin_50_BB06,Nutlin,50,BB06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1246,5.6646104,3.0846887,1,CHEMBL407632;CHEMBL191334,50.0,False,Nutlin,1246
B11_A01_RT_405,16470,135.0,0.0,0.0,2.49921875,Nutlin_10_BA11,Nutlin,10,BA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5555,11.147541,2.3497267,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,5555
C09_B02_RT_385,8280,186.0,0.0,0.0,1.10490129479816,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3665,5.3140097,1.7874396,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,3665
D12_A01_RT_550,2362,33.0,0.0,0.0,33.7698961937716,Nutlin_10_AA11,Nutlin,10,AA11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1492,7.4936495,2.201524,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,1492
D08_A01_RT_632,1439,11.0,3.39125882680609e-278,5.08688824020913e-277,3.47183766356913,Nutlin_10_BA03,Nutlin,10,BA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,912,14.315496,1.3203614,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,912
G04_B02_RT_516,1184,3.0,0.687462735368686,1.0,1.01519756838906,Nutlin_10_AA03,Nutlin,10,AA03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,836,4.6452703,0.4222973,1,CHEMBL407632;CHEMBL191334,10.0,False,Nutlin,836
