cell_barcode,ncounts,hash_umis,pval_demultiplexing,qval_demultiplexing,top_to_second_best_ratio,top_oligo,perturbation,dose_value,well,celltype,cell_line,cancer,disease,tissue_type,organism,perturbation_type,ngenes,percent_mito,percent_ribo,nperts,chembl-ID,dose_value_num,is_control,treatment_group,n_genes
F01_A01_RT_534,2414,36.0,0.0,0.0,35.7015834348356,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1333,11.309031,1.9884009,1,,10.0,False,SAHA,1333
D08_A01_RT_470,6369,27.0,0.0,0.0,18.9795609386828,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3354,1.4130946,1.7428168,1,,50.0,False,SAHA,3354
E04_A01_RT_502,1268,3.0,0.99999997461403,1.0,1.0144578313253,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,929,3.3123028,0.39432177,1,,100.0,False,SAHA,929
C12_B02_RT_423,12940,191.0,0.0,0.0,1.9129500649274,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5350,2.7202473,2.0788252,1,,50.0,False,SAHA,5350
H06_A01_RT_690,1329,40.0,0.0,0.0,40.6550836550837,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,964,2.784048,1.4296464,1,,100.0,False,SAHA,964
F05_A01_RT_669,10704,247.0,0.0,0.0,234.213842975207,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4490,5.1756353,1.7096412,1,,100.0,False,SAHA,4490
F09_B02_RT_463,8911,549.0,0.0,0.0,176.420866489832,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4182,2.8840759,2.4015262,1,,100.0,False,SAHA,4182
G03_A01_RT_685,1519,7.0,0.999992258658396,1.0,1.00653594771242,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,991,4.2132983,0.6583278,1,,10.0,False,SAHA,991
E03_A01_RT_538,9183,223.0,0.0,0.0,219.472602739726,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4346,2.1561582,1.8076881,1,,100.0,False,SAHA,4346
E03_B02_RT_487,9228,131.0,0.0,0.0,512.8359375,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4165,2.1998267,1.8313828,1,,50.0,False,SAHA,4165
B04_A01_RT_569,6369,76.0,0.0,0.0,34.8583138173302,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3193,3.030303,1.6800126,1,,50.0,False,SAHA,3193
G04_A01_RT_570,11845,34.0,3.10018003335821e-24,2.29413322468508e-22,7.25813449023861,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4513,5.8674545,2.591811,1,,10.0,False,SAHA,4513
G06_A01_RT_727,1203,16.0,0.0011385026248011,0.0193545446216199,1.47656602073006,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,855,5.4862843,0.4156276,1,,100.0,False,SAHA,855
G12_A01_RT_723,5123,860.0,0.0,0.0,223.731513476158,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2818,3.0450907,2.4204566,1,,50.0,False,SAHA,2818
E09_A01_RT_402,1486,8.0,0.667078975644564,1.0,1.01082543978349,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,979,5.0471063,0.6729475,1,,100.0,False,SAHA,979
A07_A01_RT_671,3417,90.0,0.0,0.0,105.827489481066,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2062,5.736026,2.2534387,1,,10.0,False,SAHA,2062
C09_A01_RT_688,5629,151.0,0.0,0.0,327.682730923695,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2819,0.92378753,2.096287,1,,100.0,False,SAHA,2819
B05_A01_RT_493,2402,159.0,0.0,0.0,201.986767485822,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1583,4.6627812,1.9567027,1,,100.0,False,SAHA,1583
H06_A01_RT_695,1566,108.0,0.0,0.0,1.08590692630487,SAHA_100_BE01,SAHA,100,BE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1120,8.492976,2.8735633,1,,100.0,False,SAHA,1120
H02_B02_RT_614,4810,112.0,0.0,0.0,inf,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2743,1.5176715,1.1850312,1,,100.0,False,SAHA,2743
F12_B02_RT_707,9742,171.0,0.0,0.0,156.558482613277,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4635,3.315541,1.6834326,1,,10.0,False,SAHA,4635
A12_B02_RT_572,1456,1.0,0.999998554872238,1.0,inf,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,988,5.425824,0.3434066,1,,50.0,False,SAHA,988
G03_A01_RT_741,11389,298.0,0.0,0.0,inf,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4551,1.5980332,1.6243744,1,,50.0,False,SAHA,4551
G09_A01_RT_455,1596,21.0,1.44910931643218e-30,7.24554658216092e-29,1.14306202940122,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1073,3.822055,0.18796992,1,,100.0,False,SAHA,1073
H10_B02_RT_565,13196,206.0,0.0,0.0,188.368421052632,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4793,4.6908154,1.4928766,1,,10.0,False,SAHA,4793
C06_B02_RT_602,5285,120.0,0.0,0.0,138.556368960469,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2948,2.7246926,1.627247,1,,50.0,False,SAHA,2948
C09_B02_RT_527,10469,443.0,0.0,0.0,1.78172065194966,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4280,11.672557,1.6238418,1,,50.0,False,SAHA,4280
F10_A01_RT_505,9397,178.0,0.0,0.0,2.21323693488642,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4260,6.7681174,1.7239544,1,,50.0,False,SAHA,4260
F10_B02_RT_519,18467,316.0,0.0,0.0,2.9536247565462,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,6331,2.5396655,1.7490659,1,,50.0,False,SAHA,6331
E06_B02_RT_474,5472,199.0,0.0,0.0,281.268170426065,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2970,3.0336258,1.7726609,1,,100.0,False,SAHA,2970
B02_B02_RT_697,1058,65.0,0.0,0.0,66.7813440320963,SAHA_100_AF05,SAHA,100,AF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,869,3.4026465,1.4177694,1,,100.0,False,SAHA,869
A02_A01_RT_653,8101,76.0,0.0,0.0,40.111801242236,SAHA_50_BF06,SAHA,50,BF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3848,1.9256881,2.0367856,1,,50.0,False,SAHA,3848
B04_A01_RT_514,12662,140.0,0.0,0.0,18.5842696629213,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4986,7.3448114,2.053388,1,,100.0,False,SAHA,4986
B07_B02_RT_709,7676,153.0,0.0,0.0,147.365671641791,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3485,2.1886399,1.7066181,1,,50.0,False,SAHA,3485
H01_B02_RT_607,11764,105.0,0.0,0.0,103.058823529412,SAHA_10_BF07,SAHA,10,BF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4533,4.377763,1.6661,1,,10.0,False,SAHA,4533
E09_A01_RT_685,15141,8.0,1.89254401536721e-249,5.2991232430282e-248,4.0317880794702,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5211,9.642692,1.9615613,1,,10.0,False,SAHA,5211
B03_B02_RT_478,5411,182.0,0.0,0.0,173.312582781457,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3013,3.8625023,2.014415,1,,50.0,False,SAHA,3013
A06_B02_RT_691,5469,168.0,0.0,0.0,153.251336898396,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2897,2.413604,1.8467727,1,,100.0,False,SAHA,2897
D10_A01_RT_649,2243,36.0,0.0,0.0,inf,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1415,7.579135,1.6495764,1,,50.0,False,SAHA,1415
A10_B02_RT_504,7597,29.0,0.0,0.0,10.9647924330005,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3685,1.7638541,1.3952876,1,,10.0,False,SAHA,3685
C02_A01_RT_574,5967,203.0,0.0,0.0,194.62752293578,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3102,1.3071896,2.4467907,1,,100.0,False,SAHA,3102
H12_B02_RT_697,3814,126.0,0.0,0.0,130.230538922156,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2191,2.2548506,1.8615626,1,,50.0,False,SAHA,2191
H12_A01_RT_632,1151,7.0,2.38215112371554e-70,1.66750578660088e-69,4.02071516646116,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,803,4.8653345,1.6507385,1,,10.0,False,SAHA,803
B12_B02_RT_555,11356,267.0,0.0,0.0,322.478939157566,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4653,3.9098275,1.699542,1,,50.0,False,SAHA,4653
B04_B02_RT_686,6800,195.0,0.0,0.0,4.42455858747994,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3389,4.867647,1.7352941,1,,10.0,False,SAHA,3389
B09_B02_RT_702,1052,4.0,0.0022534636488907,0.0247881001377978,1.0185873605948,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,767,3.7072244,0.66539925,1,,50.0,False,SAHA,767
H01_B02_RT_436,9369,239.0,0.0,0.0,9.56173997637412,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4168,3.1273348,1.6757392,1,,100.0,False,SAHA,4168
F11_B02_RT_497,1293,10.0,1.33083895652675e-05,2.66167791305349e-05,1.00528541226216,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,914,1.933488,0.3866976,1,,10.0,False,SAHA,914
F03_B02_RT_710,2257,3.0,1.45538151063942e-82,3.20183932340672e-81,1.00338600451467,SAHA_10_BF07,SAHA,10,BF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1411,6.1586175,0.2658396,1,,10.0,False,SAHA,1411
C05_B02_RT_529,9643,887.0,0.0,0.0,inf,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4411,6.1495385,2.105154,1,,100.0,False,SAHA,4411
B11_A01_RT_732,2550,224.0,0.0,0.0,1704.33333333333,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1569,6.352941,2.3921568,1,,50.0,False,SAHA,1569
C01_B02_RT_716,1155,3.0,2.97146822989567e-08,4.75434916783308e-07,2.01450443190975,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,829,6.4069266,0.77922076,1,,50.0,False,SAHA,829
A06_B02_RT_493,3565,58.0,0.0,0.0,55.7255639097744,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2089,5.3576436,1.8793828,1,,50.0,False,SAHA,2089
C08_A01_RT_749,6941,95.0,0.0,0.0,103.001555209953,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3236,2.6797292,1.9161505,1,,50.0,False,SAHA,3236
A11_B02_RT_665,5764,25.0,0.0,0.0,4.3044537230341,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2925,2.463567,2.1165857,1,,10.0,False,SAHA,2925
F04_A01_RT_527,12451,193.0,0.0,0.0,1.68293238650388,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5033,3.0118062,2.1203117,1,,10.0,False,SAHA,5033
C09_A01_RT_738,5979,135.0,0.0,0.0,127.50998185118,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3073,2.692758,2.6760328,1,,100.0,False,SAHA,3073
B11_A01_RT_428,11570,145.0,0.0,0.0,133.16796875,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4486,3.3189282,1.633535,1,,10.0,False,SAHA,4486
G07_A01_RT_701,14408,177.0,0.0,0.0,157.106561974201,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5166,5.6218767,1.4019989,1,,10.0,False,SAHA,5166
B06_B02_RT_616,4585,129.0,0.0,0.0,4.38506188647034,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2626,6.1504908,1.8102508,1,,100.0,False,SAHA,2626
G11_A01_RT_525,12613,33.0,1.7800590935489002e-24,7.47624819290536e-23,7.87724550898204,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4779,6.699437,1.6490922,1,,10.0,False,SAHA,4779
G08_A01_RT_571,1094,5.0,1.7318256832935e-27,8.48594584813816e-26,1.02866972477064,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,796,3.4734917,0.4570384,1,,10.0,False,SAHA,796
H09_B02_RT_606,5363,169.0,0.0,0.0,94.4508881922675,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2950,2.1629684,2.0883834,1,,100.0,False,SAHA,2950
F06_B02_RT_396,1034,5.0,8.51394490264966e-22,1.8730678785829302e-20,1.00595238095238,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,754,4.0618954,0.58027077,1,,10.0,False,SAHA,754
F04_B02_RT_701,10414,173.0,0.0,0.0,163.383177570093,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4418,3.4088726,1.4211638,1,,50.0,False,SAHA,4418
H11_A01_RT_711,3544,170.0,0.0,0.0,58.7256493506493,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2095,6.659142,2.1726863,1,,50.0,False,SAHA,2095
G01_A01_RT_627,5785,99.0,0.0,0.0,82.6216560509554,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3086,1.4520311,2.1780467,1,,10.0,False,SAHA,3086
D10_A01_RT_526,1844,51.0,0.0,0.0,inf,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1348,4.880694,1.626898,1,,100.0,False,SAHA,1348
A12_B02_RT_490,24614,375.0,0.0,0.0,2.02750519650022,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,6961,8.872999,1.6332169,1,,10.0,False,SAHA,6961
D05_A01_RT_437,15083,211.0,0.0,0.0,1.56837858805275,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5840,4.176888,2.0022542,1,,100.0,False,SAHA,5840
H10_A01_RT_501,1814,34.0,0.0,0.0,1.34051314539119,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1259,9.316428,1.5435501,1,,10.0,False,SAHA,1259
F11_A01_RT_622,1014,10.0,0.948344771066352,1.0,1.51250735726898,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,726,6.311637,0.69033533,1,,100.0,False,SAHA,726
D08_A01_RT_650,3246,65.0,0.0,0.0,63.8523845571537,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2002,2.0332718,2.125693,1,,50.0,False,SAHA,2002
D01_B02_RT_434,4297,124.0,0.0,0.0,68.9964114832536,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2397,2.1410286,1.9083081,1,,50.0,False,SAHA,2397
H06_B02_RT_604,1425,2.0,1.96240029274977e-23,1.56992023419981e-22,1.00512382578992,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,996,2.245614,0.6315789,1,,50.0,False,SAHA,996
C09_A01_RT_599,8620,199.0,8.86099071698428e-28,1.68358823622701e-26,196.0,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3957,4.7331786,2.5290024,1,,50.0,False,SAHA,3957
F07_A01_RT_504,24157,888.0,0.0,0.0,1.5650003656842,SAHA_50_AE10,SAHA,50,AE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,7168,6.8675747,1.5896014,1,,50.0,False,SAHA,7168
D03_A01_RT_700,13204,87.0,0.0,0.0,3.4068370467453,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5020,8.065738,1.5374129,1,,10.0,False,SAHA,5020
B09_B02_RT_489,11331,320.0,0.0,0.0,311.971014492754,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4469,11.914218,1.4738328,1,,50.0,False,SAHA,4469
C07_B02_RT_421,13408,350.0,0.0,0.0,7.84391534391535,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,5123,6.3917065,2.0211813,1,,100.0,False,SAHA,5123
H01_B02_RT_475,9931,230.0,0.0,0.0,221.308270676692,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4150,8.428154,1.9434096,1,,10.0,False,SAHA,4150
H05_B02_RT_702,6616,154.0,0.0,0.0,118.19748427673,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3355,3.4613059,1.2847642,1,,100.0,False,SAHA,3355
B10_A01_RT_445,6706,26.0,2.15012789899785e-09,2.58015347879742e-08,2.0,SAHA_10_BE11,SAHA,10,BE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3422,5.7709513,2.3859231,1,,10.0,False,SAHA,3422
B04_A01_RT_584,2653,54.0,0.0,0.0,49.8838709677419,SAHA_10_BF07,SAHA,10,BF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1629,7.199397,1.8092725,1,,10.0,False,SAHA,1629
H03_A01_RT_437,13996,235.0,0.0,0.0,262.363312555655,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4907,5.3372393,1.8576736,1,,10.0,False,SAHA,4907
D05_B02_RT_629,5205,142.0,0.0,0.0,136.562740569669,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2614,2.5744476,1.6330452,1,,50.0,False,SAHA,2614
H06_B02_RT_458,4614,137.0,0.0,0.0,146.7969348659,SAHA_100_AE01,SAHA,100,AE01,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2547,1.9072388,1.7771999,1,,100.0,False,SAHA,2547
C11_B02_RT_438,10466,306.0,0.0,0.0,2.89130904698328,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4574,4.032104,1.4236575,1,,100.0,False,SAHA,4574
A06_B02_RT_709,10568,230.0,0.0,0.0,111.169675090253,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4224,2.6211205,1.3342165,1,,10.0,False,SAHA,4224
D11_B02_RT_752,10584,315.0,0.0,0.0,1.04009831997507,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4311,2.4943311,1.4833711,1,,50.0,False,SAHA,4311
E01_B02_RT_750,6427,175.0,0.0,0.0,314.24504950495,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3131,5.772522,2.5672941,1,,50.0,False,SAHA,3131
F08_B02_RT_503,1532,3.0,1.78778369609529e-41,2.14534043531435e-40,1.00542495479204,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1092,3.524804,0.5874674,1,,10.0,False,SAHA,1092
A03_A01_RT_623,7872,252.0,1.4657332259829201e-113,3.07803977456412e-112,284.210626185958,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,3828,5.284553,2.2992885,1,,50.0,False,SAHA,3828
G11_A01_RT_704,1156,11.0,0.999969377898352,1.0,1.380315432222,SAHA_50_AE02,SAHA,50,AE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,783,10.899654,0.60553634,1,,50.0,False,SAHA,783
H04_B02_RT_632,4622,229.0,0.0,0.0,528.677740863787,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2518,6.4474254,1.7957594,1,,100.0,False,SAHA,2518
A08_A01_RT_533,5165,336.0,0.0,0.0,327.068965517241,SAHA_50_AF06,SAHA,50,AF06,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2923,3.9496613,2.1490803,1,,50.0,False,SAHA,2923
D06_A01_RT_707,9045,84.0,0.0,0.0,81.1157894736842,SAHA_100_BF05,SAHA,100,BF05,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4177,3.537866,1.9237148,1,,100.0,False,SAHA,4177
G04_A01_RT_446,1304,4.0,1.38931426555516e-06,6.39084562155375e-05,1.00565770862801,SAHA_100_E09,SAHA,100,E09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,873,4.52454,0.38343558,1,,100.0,False,SAHA,873
C12_A01_RT_536,1983,36.0,0.0,0.0,47.0,SAHA_10_AE11,SAHA,10,AE11,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1337,5.6984367,2.0171456,1,,10.0,False,SAHA,1337
H04_B02_RT_484,1327,5.0,0.300905085055318,1.0,1.00711237553343,SAHA_100_BE09,SAHA,100,BE09,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,918,5.7272043,0.3014318,1,,100.0,False,SAHA,918
E06_B02_RT_396,1143,5.0,1.2408365288604398e-22,3.47434228080922e-21,1.00843170320405,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,805,5.424322,0.6124234,1,,10.0,False,SAHA,805
C08_A01_RT_471,12572,130.0,0.0,0.0,71.6875,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4866,8.781419,1.2647152,1,,50.0,False,SAHA,4866
A03_B02_RT_400,10375,97.0,0.0,0.0,89.5751824817518,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4360,3.9710844,1.3301204,1,,10.0,False,SAHA,4360
G01_B02_RT_435,20305,145.0,0.0,0.0,2.2213203830741,SAHA_10_BE03,SAHA,10,BE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,6779,3.9448411,1.6843143,1,,10.0,False,SAHA,6779
F09_A01_RT_735,3074,448.0,0.0,0.0,262.5757295044,SAHA_50_BE10,SAHA,50,BE10,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1693,14.769031,0.8783344,1,,50.0,False,SAHA,1693
E10_A01_RT_658,1582,2.0,1.12364314947962e-111,2.8091078736990503e-110,1.00229885057471,SAHA_10_AF07,SAHA,10,AF07,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,1080,4.6144123,1.0745891,1,,10.0,False,SAHA,1080
C06_B02_RT_592,5900,178.0,0.0,0.0,166.453300124533,SAHA_50_BE02,SAHA,50,BE02,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,2992,3.7627118,2.2372882,1,,50.0,False,SAHA,2992
G06_B02_RT_595,10151,384.0,0.0,0.0,364.077120822622,SAHA_10_AE03,SAHA,10,AE03,alveolar basal epithelial cells,A549,True,lung adenocarcinoma,cell_line,human,drug,4042,5.6250615,1.6254556,1,,10.0,False,SAHA,4042
