names,scores,logfoldchanges,pvals,pvals_adj,perturbation_label,compound,direction
MT-ND1,5.4507833,0.8599218,5.014843883352232e-08,4.599050031276231e-06,BMS,BMS-345541,up
CCT2,5.444527,1.4520366,5.1943112801482804e-08,4.743409732358517e-06,BMS,BMS-345541,up
RPL13,5.4441366,1.6864053,5.2057323267820556e-08,4.743409732358517e-06,BMS,BMS-345541,up
MYO1C,5.4239025,1.9577253,5.8311754381032677e-08,5.27935621613324e-06,BMS,BMS-345541,up
LRPAP1,5.4232183,2.3544157,5.853550481938129e-08,5.282736100546583e-06,BMS,BMS-345541,up
OS9,5.416278,1.599412,6.085249884161227e-08,5.474406705313043e-06,BMS,BMS-345541,up
EPN1,5.4093375,2.4392023,6.325824592519675e-08,5.6728233323678025e-06,BMS,BMS-345541,up
RPS27A,5.387149,2.1547947,7.15842236423795e-08,6.399223121696374e-06,BMS,BMS-345541,up
TRAPPC1,5.3718996,2.4149165,7.791140072050971e-08,6.942934822697497e-06,BMS,BMS-345541,up
CUTA,5.3671103,3.7138317,8.000822338005812e-08,7.107438978508109e-06,BMS,BMS-345541,up
LMAN2,5.362027,1.6679306,8.229317160167805e-08,7.287574677651102e-06,BMS,BMS-345541,up
PRDX3,5.3361235,2.0154216,9.495467177911443e-08,8.382633921733784e-06,BMS,BMS-345541,up
ACADVL,5.307581,1.7993782,1.1108971147066071e-07,9.776584607626034e-06,BMS,BMS-345541,up
CRTAP,5.300152,1.5824192,1.1570633766190383e-07,1.015135045406511e-05,BMS,BMS-345541,up
UQCRC1,5.2914524,2.3644423,1.2134885083498673e-07,1.0613530046178562e-05,BMS,BMS-345541,up
MBOAT7,5.259977,2.2450707,1.4407336250066552e-07,1.2562310604750337e-05,BMS,BMS-345541,up
PSMD2,5.2547965,1.7276741,1.481883347455704e-07,1.2881475552208509e-05,BMS,BMS-345541,up
PSMA7,5.237495,1.7964134,1.6277090163676515e-07,1.410581593450352e-05,BMS,BMS-345541,up
EIF3H,5.2361264,1.0849117,1.6398176672794236e-07,1.4167424712001313e-05,BMS,BMS-345541,up
ACLY,5.215599,1.0729959,1.832241866267852e-07,1.578178419644328e-05,BMS,BMS-345541,up
SERF2,5.2130575,2.2661486,1.857532829087533e-07,1.5951141003237125e-05,BMS,BMS-345541,up
TFPI2,5.2003503,0.9711785,1.9891346526765314e-07,1.6978342707092636e-05,BMS,BMS-345541,up
DYNLL1,5.1981997,2.0947993,2.0122794700481403e-07,1.70730465934803e-05,BMS,BMS-345541,up
COX5A,5.192628,1.8272967,2.0734628580675503e-07,1.7539638946841267e-05,BMS,BMS-345541,up
PTBP1,5.177868,1.3329718,2.2443613999857417e-07,1.887261523821838e-05,BMS,BMS-345541,up
AC092073.1,5.15998,2.3156362,2.469765665570011e-07,2.0645492457499404e-05,BMS,BMS-345541,up
DBI,5.157634,1.9414252,2.500901805866833e-07,2.0844280992545386e-05,BMS,BMS-345541,up
C19orf33,5.152844,3.0171342,2.565653100746984e-07,2.132125441905221e-05,BMS,BMS-345541,up
EIF4G2,5.1479564,1.1288254,2.6333939712362934e-07,2.175659427314696e-05,BMS,BMS-345541,up
PRKCSH,5.1479564,1.8366857,2.6333939712362934e-07,2.175659427314696e-05,BMS,BMS-345541,up
RPS20,5.123715,1.736697,2.995739716933425e-07,2.4678276772807963e-05,BMS,BMS-345541,up
DKK1,5.1187296,1.3459973,3.0760057311309244e-07,2.5193020349360734e-05,BMS,BMS-345541,up
GSTK1,5.117068,2.768547,3.103219566214662e-07,2.5342661690890806e-05,BMS,BMS-345541,up
AP2S1,5.0912623,2.4615805,3.5568791034132264e-07,2.8881042989261893e-05,BMS,BMS-345541,up
HINT1,5.0845175,1.9438188,3.685619190966825e-07,2.9755862288780027e-05,BMS,BMS-345541,up
CCT4,5.078066,1.0291755,3.8129626850501663e-07,3.069651607072489e-05,BMS,BMS-345541,up
HDLBP,5.065945,1.0544791,4.063790282729561e-07,3.262314136883578e-05,BMS,BMS-345541,up
ARF1,5.051576,1.9823229,4.3817955909203856e-07,3.507664504392709e-05,BMS,BMS-345541,up
ETFB,5.044538,2.1800988,4.5461836567493896e-07,3.629007111689133e-05,BMS,BMS-345541,up
YWHAB,5.0430717,1.1943127,4.5811722241800505e-07,3.646664564292536e-05,BMS,BMS-345541,up
RPL12,5.0379887,2.3072045,4.704488206453263e-07,3.723904659063479e-05,BMS,BMS-345541,up
CD9,5.0283117,1.9369829,4.948170912412138e-07,3.905884883452233e-05,BMS,BMS-345541,up
PLP2,5.024988,2.1673372,5.034634193788843e-07,3.963096216210784e-05,BMS,BMS-345541,up
H2AFZ,5.0159955,2.3255577,5.275961565333515e-07,4.141556754526902e-05,BMS,BMS-345541,up
AHCY,5.014236,2.8656955,5.324465060134417e-07,4.16808538326213e-05,BMS,BMS-345541,up
PSMA3,4.997032,1.6338389,5.821941553404687e-07,4.544963629211626e-05,BMS,BMS-345541,up
PRNP,4.9793396,1.3943655,6.380167229665759e-07,4.9670653558864915e-05,BMS,BMS-345541,up
SYNGR2,4.9777756,2.5017152,6.431922553348461e-07,4.9936389401859916e-05,BMS,BMS-345541,up
GPC1,4.9676094,2.062263,6.778328379578704e-07,5.248204087991839e-05,BMS,BMS-345541,up
SRSF2,4.9664364,1.8983032,6.819436360416236e-07,5.265645438187338e-05,BMS,BMS-345541,up
EIF6,4.952556,2.631162,7.324491506913923e-07,5.609768657376399e-05,BMS,BMS-345541,up
TGOLN2,4.941315,0.990664,7.759742567196261e-07,5.9111716362690234e-05,BMS,BMS-345541,up
H3F3B,4.936623,1.3135967,7.948689852300317e-07,6.0388732717020485e-05,BMS,BMS-345541,up
LRP10,4.9317355,1.3956442,8.150219513746035e-07,6.175425683971529e-05,BMS,BMS-345541,up
PHLDA2,4.9300737,3.1843104,8.219853895491858e-07,6.211579191745288e-05,BMS,BMS-345541,up
PSMB5,4.925675,1.8961558,8.406957185358439e-07,6.322426737479058e-05,BMS,BMS-345541,up
RPL29,4.925577,3.0814295,8.411161267660402e-07,6.322426737479058e-05,BMS,BMS-345541,up
REEP5,4.911697,1.4167287,9.029150067880049e-07,6.76899615406309e-05,BMS,BMS-345541,up
CTSB,4.9098396,1.4316369,9.115083437893401e-07,6.815388772111429e-05,BMS,BMS-345541,up
RNH1,4.894102,3.091317,9.8755524203401e-07,7.345233713585243e-05,BMS,BMS-345541,up
BIRC5,4.884523,2.4947407,1.0367966457226017e-06,7.671212362007072e-05,BMS,BMS-345541,up
NDUFA1,4.86859,1.9404726,1.1239752446930878e-06,8.273041684185123e-05,BMS,BMS-345541,up
TIMM50,4.867319,2.2481327,1.131223997032438e-06,8.304825292203426e-05,BMS,BMS-345541,up
TUBB4B,4.865462,2.496659,1.1418992996305533e-06,8.361535491713338e-05,BMS,BMS-345541,up
COTL1,4.8534384,1.6826056,1.2133895297732783e-06,8.862121776988443e-05,BMS,BMS-345541,up
AUP1,4.8460097,2.23079,1.2596941271913854e-06,9.176661227853336e-05,BMS,BMS-345541,up
SLC2A1,4.8246026,1.705669,1.4028271592635571e-06,0.0001019315795877197,BMS,BMS-345541,up
HSPBP1,4.817369,2.1849587,1.4546343670386934e-06,0.0001051567058498533,BMS,BMS-345541,up
ARPC4,4.815805,2.63859,1.4660753640240263e-06,0.00010544579610587021,BMS,BMS-345541,up
RPL26,4.8064213,1.7702429,1.536559831708125e-06,0.00011023552534416416,BMS,BMS-345541,up
PSMA1,4.804955,1.4108716,1.5478632031262802e-06,0.00011076602891462759,BMS,BMS-345541,up
TUBA1C,4.799383,1.8217434,1.5915494584741305e-06,0.00011360536159758162,BMS,BMS-345541,up
ALDH2,4.7976236,1.3538344,1.605589655017478e-06,0.00011431959709518917,BMS,BMS-345541,up
LAPTM4B,4.7943006,1.2248468,1.6324355387729106e-06,0.00011593974510713469,BMS,BMS-345541,up
RSL1D1,4.7899995,1.2355785,1.6678182879398958e-06,0.00011815658660910191,BMS,BMS-345541,up
BAG6,4.786285,2.753309,1.6989682841306155e-06,0.00011975852282940031,BMS,BMS-345541,up
SPP1,4.7859917,1.0624214,1.7014511673368294e-06,0.00011975852282940031,BMS,BMS-345541,up
UBL5,4.785796,2.4562016,1.7031083598083254e-06,0.00011975852282940031,BMS,BMS-345541,up
EIF3I,4.780322,2.1018476,1.750144645906147e-06,0.0001227613836031891,BMS,BMS-345541,up
SYPL1,4.778758,1.1133709,1.7638112682061758e-06,0.0001234145276998188,BMS,BMS-345541,up
MLEC,4.769961,1.1113268,1.8426176113978122e-06,0.00012861107850194878,BMS,BMS-345541,up
FADS1,4.7658553,1.0728619,1.8805414199286364e-06,0.0001309355841718371,BMS,BMS-345541,up
APMAP,4.765171,1.7447662,1.8869345268829556e-06,0.0001310587025068853,BMS,BMS-345541,up
CD44,4.758817,0.9147096,1.9473048126095195e-06,0.00013432956123142378,BMS,BMS-345541,up
PSMA2,4.7587194,2.2797668,1.948247923851901e-06,0.00013432956123142378,BMS,BMS-345541,up
CHCHD10,4.755201,2.237275,1.9824936912257226e-06,0.00013635899568435565,BMS,BMS-345541,up
QARS,4.740636,2.567102,2.1304830177083473e-06,0.00014618311805283086,BMS,BMS-345541,up
MZT2B,4.73917,2.1606874,2.145955761932666e-06,0.0001468891168638838,BMS,BMS-345541,up
ATP6AP2,4.7354555,1.6220607,2.18563789588796e-06,0.000149244835406441,BMS,BMS-345541,up
EIF4G1,4.7337937,1.0581428,2.2036177001166972e-06,0.00015011086150458405,BMS,BMS-345541,up
SLC7A5,4.729688,1.0091956,2.248649394935623e-06,0.00015281109485296328,BMS,BMS-345541,up
LAMP1,4.7105293,1.5300925,2.4707420479671957e-06,0.00016750212477343156,BMS,BMS-345541,up
MYDGF,4.7069125,2.1810756,2.514966183592216e-06,0.00017009334537144681,BMS,BMS-345541,up
BUD23,4.7053485,2.0673716,2.5343245753307307e-06,0.00017099449956124344,BMS,BMS-345541,up
EIF4A1,4.695183,1.7212186,2.6636847876902497e-06,0.0001792957233101337,BMS,BMS-345541,up
COPS9,4.677099,2.7791824,2.9096157447547343e-06,0.00019492361932590935,BMS,BMS-345541,up
NME4,4.6571584,3.0922918,3.2060385535075246e-06,0.00021377110712775585,BMS,BMS-345541,up
SPCS1,4.652271,2.0643084,3.2829940625572803e-06,0.0002183884641895498,BMS,BMS-345541,up
G6PC3,4.6415186,2.0930521,3.458580668627681e-06,0.0002295298805329537,BMS,BMS-345541,up
SUCLG1,4.63712,1.7387767,3.532976951941944e-06,0.00023391939454236172,BMS,BMS-345541,up
SLC38A10,4.629202,1.4306763,3.6707737919229584e-06,0.00024135124759979768,BMS,BMS-345541,up
EEF1D,4.6106296,1.7950903,4.014509394091001e-06,0.0002621271133865226,BMS,BMS-345541,up
PCBD1,4.6088705,2.7483187,4.048628061454263e-06,0.000263747177024117,BMS,BMS-345541,up
CENPX,4.5994864,3.1287513,4.2353389204925095e-06,0.0002746476758098781,BMS,BMS-345541,up
RPL36,4.5974336,2.1830256,4.277267878681244e-06,0.0002767333724796098,BMS,BMS-345541,up
NDUFB11,4.5850196,3.089601,4.539440527475929e-06,0.00029302657327474457,BMS,BMS-345541,up
VCP,4.5760264,0.9109968,4.738903411743657e-06,0.0003052069201863449,BMS,BMS-345541,up
NDUFS5,4.5736804,2.4106138,4.792301964074553e-06,0.00030767997380880274,BMS,BMS-345541,up
CTTN,4.573387,1.3565594,4.799017165060724e-06,0.00030767997380880274,BMS,BMS-345541,up
C14orf2,4.567034,2.080113,4.9467457344141446e-06,0.00031643539643753504,BMS,BMS-345541,up
CCND1,4.557063,0.9879661,5.187380366072145e-06,0.0003310810468778208,BMS,BMS-345541,up
VPS35,4.555988,1.4476235,5.213990742305683e-06,0.0003320316172032774,BMS,BMS-345541,up
TRNP1,4.5553036,1.5923673,5.230992618682514e-06,0.00033236741889736566,BMS,BMS-345541,up
HNRNPA2B1,4.5520782,0.82487017,5.311861863751259e-06,0.0003367506521140563,BMS,BMS-345541,up
UQCRH,4.546702,1.3326212,5.449310511493047e-06,0.00034469321713100434,BMS,BMS-345541,up
FADS2,4.5421076,0.8802343,5.569458661731297e-06,0.0003515085068065512,BMS,BMS-345541,up
PRMT1,4.519332,2.2139485,6.203501878729479e-06,0.0003889266288483097,BMS,BMS-345541,up
GAS5,4.517768,1.8614545,6.249486687290071e-06,0.0003909447102525961,BMS,BMS-345541,up
NDUFB4,4.515129,2.1851892,6.3278265746607575e-06,0.0003949734569884065,BMS,BMS-345541,up
NCL,4.5146403,0.87778825,6.3424367019426194e-06,0.00039501532144978007,BMS,BMS-345541,up
PTTG1IP,4.506527,2.168614,6.589731116436846e-06,0.0004086210073907819,BMS,BMS-345541,up
RUVBL2,4.505256,1.9941144,6.629289950627511e-06,0.00041017645987092226,BMS,BMS-345541,up
SNRNP70,4.49206,1.6994432,7.0537507459710145e-06,0.00043548842840811897,BMS,BMS-345541,up
CSTB,4.4903984,2.5890245,7.109008764888351e-06,0.0004379458486508828,BMS,BMS-345541,up
CDC42,4.489812,1.5753824,7.128610256925453e-06,0.00043820077540293595,BMS,BMS-345541,up
PSMA5,4.486586,1.5927409,7.237345787813688e-06,0.00044392187215381884,BMS,BMS-345541,up
AXL,4.470262,1.7913514,7.8123814761097e-06,0.00047815824248379407,BMS,BMS-345541,up
MRFAP1,4.4585323,1.8578564,8.252281485467576e-06,0.0005039938636534055,BMS,BMS-345541,up
GPS2,4.4577503,1.5001128,8.282434914450021e-06,0.0005047476142057735,BMS,BMS-345541,up
HSPE1,4.4561863,1.9246861,8.343058009899376e-06,0.0005073510255032801,BMS,BMS-345541,up
SLC25A1,4.453547,3.2307441,8.446322359958837e-06,0.0005125307987933909,BMS,BMS-345541,up
GNAS,4.4498324,1.100565,8.593728882040565e-06,0.0005203613014086871,BMS,BMS-345541,up
EEF1A2,4.4417195,2.8418105,8.92429223534961e-06,0.0005380778582241218,BMS,BMS-345541,up
CALU,4.433313,0.89978653,9.279604028641226e-06,0.0005571301249229556,BMS,BMS-345541,up
NEDD8,4.4302826,2.2310455,9.410964666012635e-06,0.0005638222340496111,BMS,BMS-345541,up
COPZ1,4.4272523,2.153913,9.544100674863376e-06,0.0005705922466756928,BMS,BMS-345541,up
PPM1G,4.415327,1.2715886,1.0085738392066746e-05,0.0006004404507445115,BMS,BMS-345541,up
CCT6A,4.4099507,1.0605386,1.0339407856323219e-05,0.0006142518654769128,BMS,BMS-345541,up
RHOC,4.408973,2.266729,1.0386179434867825e-05,0.0006157396502621013,BMS,BMS-345541,up
ACTN1,4.4023266,1.0032028,1.0709626038554327e-05,0.0006335895254291285,BMS,BMS-345541,up
NDUFC2,4.400274,2.2166677,1.0811442571812997e-05,0.000636778418037967,BMS,BMS-345541,up
RRBP1,4.400176,0.8882491,1.0816313958906829e-05,0.000636778418037967,BMS,BMS-345541,up
ARPC1B,4.399883,2.0052674,1.0830940697801544e-05,0.000636778418037967,BMS,BMS-345541,up
RABAC1,4.3948975,2.3131819,1.1082503517760882e-05,0.0006502194299923558,BMS,BMS-345541,up
TMED9,4.3882504,1.9132376,1.1426608953330131e-05,0.0006690232324782422,BMS,BMS-345541,up
ECHS1,4.3788667,2.1116674,1.192981009889404e-05,0.0006970452754277511,BMS,BMS-345541,up
EIF3B,4.368212,1.2752656,1.2526787050532748e-05,0.0007304199412304465,BMS,BMS-345541,up
HSPA9,4.3641067,0.9273277,1.2764336764123764e-05,0.0007427428649317027,BMS,BMS-345541,up
GHITM,4.359219,1.660043,1.3052739447319158e-05,0.0007579683001191194,BMS,BMS-345541,up
NDUFA10,4.3551135,1.2682612,1.3299791966231765e-05,0.0007707351835154923,BMS,BMS-345541,up
PCBP2,4.352474,1.0347179,1.3460960231900243e-05,0.0007775908211322725,BMS,BMS-345541,up
POLR2E,4.3522787,2.4126458,1.347297244604227e-05,0.0007775908211322725,BMS,BMS-345541,up
FBL,4.350128,1.7678419,1.3605783474620305e-05,0.0007836599433003866,BMS,BMS-345541,up
PFDN5,4.3474894,2.5786169,1.377048601504494e-05,0.0007915375916720963,BMS,BMS-345541,up
PGD,4.3451433,0.79499793,1.3918483262251959e-05,0.0007984250580682105,BMS,BMS-345541,up
ERP29,4.3443613,2.5544844,1.396815191929279e-05,0.0007996555335129678,BMS,BMS-345541,up
PRDX5,4.343384,1.9637017,1.4030475494728755e-05,0.0008016040616323053,BMS,BMS-345541,up
PLOD1,4.340549,1.6762573,1.4212717198108928e-05,0.0008087549798393791,BMS,BMS-345541,up
ATP5C1,4.325789,1.2068057,1.5198693812277896e-05,0.0008631274253553728,BMS,BMS-345541,up
SUPT5H,4.321879,1.1969206,1.5470608644055964e-05,0.0008768122155105158,BMS,BMS-345541,up
FKBP4,4.31836,2.3172925,1.5719291909448555e-05,0.0008891283315967129,BMS,BMS-345541,up
LRRC59,4.3173823,1.956932,1.5789044035120406e-05,0.0008903106542300438,BMS,BMS-345541,up
TOMM6,4.317187,2.820435,1.5803029821360436e-05,0.0008903106542300438,BMS,BMS-345541,up
ANXA5,4.316014,1.047213,1.588719285868749e-05,0.000893276331804536,BMS,BMS-345541,up
CD320,4.30663,2.7417798,1.6576048640335376e-05,0.0009301625076630176,BMS,BMS-345541,up
IDH3B,4.305848,3.0237544,1.663472063573912e-05,0.0009316101054853266,BMS,BMS-345541,up
VKORC1,4.2947044,2.3605573,1.7492604308242747e-05,0.0009777227236429644,BMS,BMS-345541,up
ITGB4,4.284832,1.3129196,1.8287732196138904e-05,0.001018148830990539,BMS,BMS-345541,up
CEACAM6,4.282779,1.2973844,1.845732462253394e-05,0.0010255758140262096,BMS,BMS-345541,up
DCTN1,4.267726,1.6503716,1.9747574682893242e-05,0.0010951208832951638,BMS,BMS-345541,up
ATP5A1,4.244266,1.3471789,2.1930995759852657e-05,0.001208337286043359,BMS,BMS-345541,up
PSMB6,4.2408447,2.262922,2.2267996677881013e-05,0.0012229273059259538,BMS,BMS-345541,up
MCM7,4.2305813,2.8698535,2.3308822796699667e-05,0.0012776120317463738,BMS,BMS-345541,up
ILF2,4.2192426,2.0790427,2.4512466363706413e-05,0.001340992802731105,BMS,BMS-345541,up
JPT1,4.2165055,1.146714,2.481173682802484e-05,0.0013521442273703229,BMS,BMS-345541,up
KRT19,4.215919,1.9651293,2.4876316862117623e-05,0.0013530615494024743,BMS,BMS-345541,up
ANXA11,4.208099,1.473918,2.5752808944603828e-05,0.0013980519154639525,BMS,BMS-345541,up
TNFRSF12A,4.207317,4.1923995,2.5842055853341928e-05,0.0014002144909598538,BMS,BMS-345541,up
GSR,4.2027225,0.9340151,2.6372351257685364e-05,0.0014262207823287935,BMS,BMS-345541,up
NDUFA2,4.2020383,1.8253883,2.6452211403979924e-05,0.0014278147938399676,BMS,BMS-345541,up
NUCKS1,4.2000837,0.8737194,2.6681652430033817e-05,0.0014374613432743314,BMS,BMS-345541,up
ANXA2,4.1957827,0.5680015,2.7193102239780842e-05,0.0014622355432085568,BMS,BMS-345541,up
JUP,4.192557,1.3963478,2.7582792779309818e-05,0.0014803810260986393,BMS,BMS-345541,up
H1FX,4.1911883,1.9451995,2.774971510848329e-05,0.0014828410274104703,BMS,BMS-345541,up
NUDC,4.190895,1.4566771,2.7785608919294225e-05,0.0014828410274104703,BMS,BMS-345541,up
PTOV1,4.1839547,2.041242,2.864809314798143e-05,0.0015259956083223643,BMS,BMS-345541,up
ZNHIT1,4.1799474,2.4365644,2.9157676623335318e-05,0.0015502255912796927,BMS,BMS-345541,up
GANAB,4.1696835,1.8750806,3.0502285781437066e-05,0.0016156519149053525,BMS,BMS-345541,up
LY6E,4.167826,2.994987,3.0751808609456016e-05,0.0016258297618932174,BMS,BMS-345541,up
ELOB,4.160691,2.2686641,3.172866310248394e-05,0.0016743516852852696,BMS,BMS-345541,up
HDGF,4.1553144,1.4448636,3.248404858746294e-05,0.0017110278231812729,BMS,BMS-345541,up
CCND3,4.1544347,1.1600802,3.260927228465021e-05,0.001714437027833799,BMS,BMS-345541,up
ANP32B,4.1536527,1.105781,3.272096710949266e-05,0.0017171236406459314,BMS,BMS-345541,up
PRC1,4.1501336,1.720825,3.322810686216999e-05,0.0017405140337526308,BMS,BMS-345541,up
CLTA,4.1457353,1.0624543,3.3872535240731657e-05,0.0017699986062687603,BMS,BMS-345541,up
GRN,4.1382084,1.7318196,3.500284475864208e-05,0.0018233651006808811,BMS,BMS-345541,up
SUMF2,4.125501,1.5124934,3.699286302411052e-05,0.0019234931236279704,BMS,BMS-345541,up
SNX17,4.1245236,1.7647882,3.7150310322539165e-05,0.0019281419302566206,BMS,BMS-345541,up
NDUFAB1,4.1203203,2.4720283,3.783461196879605e-05,0.001960068069418176,BMS,BMS-345541,up
U2AF2,4.1111317,2.5834727,3.937242770910955e-05,0.002032305749400267,BMS,BMS-345541,up
KDELR2,4.1058536,1.6923063,4.0282491446344806e-05,0.002075500441102762,BMS,BMS-345541,up
ERGIC3,4.090214,1.8127463,4.309762109174184e-05,0.0022143664204789856,BMS,BMS-345541,up
EMC4,4.0900183,1.7118558,4.313396372730609e-05,0.0022143664204789856,BMS,BMS-345541,up
CD59,4.0878677,1.1426945,4.353565621349423e-05,0.0022309465203942127,BMS,BMS-345541,up
SDF4,4.0784836,2.200304,4.5330390313814914e-05,0.0023187231059799405,BMS,BMS-345541,up
ADRM1,4.0699797,2.106387,4.7017279997182673e-05,0.002391780618650597,BMS,BMS-345541,up
MRPS12,4.069882,1.8658015,4.703701118318796e-05,0.002391780618650597,BMS,BMS-345541,up
C19orf53,4.0696864,2.3357499,4.707649711163183e-05,0.002391780618650597,BMS,BMS-345541,up
GSPT1,4.0695887,0.96095616,4.709625185994188e-05,0.002391780618650597,BMS,BMS-345541,up
RBM3,4.051114,1.4120632,5.0974385602068366e-05,0.0025824291777828716,BMS,BMS-345541,up
MT-ND3,4.0506253,0.7946788,5.1080980332929715e-05,0.0025824291777828716,BMS,BMS-345541,up
DEGS1,4.05043,2.0212536,5.1123677349713846e-05,0.0025824291777828716,BMS,BMS-345541,up
ROMO1,4.0485725,2.2171052,5.153098949599974e-05,0.0025983722070064778,BMS,BMS-345541,up
SELENOF,4.0430984,1.2277505,5.274945385175413e-05,0.0026550870750461962,BMS,BMS-345541,up
RPL14,4.0256014,2.2870972,5.682988919791669e-05,0.002845309894152938,BMS,BMS-345541,up
NDUFS6,4.0173903,1.4873424,5.884617558521551e-05,0.002941063357555268,BMS,BMS-345541,up
COPE,4.016706,2.2779057,5.9017222821226227e-05,0.0029444191202604025,BMS,BMS-345541,up
ATP6V0B,4.0151424,2.8458219,5.940995761666673e-05,0.0029588038294219715,BMS,BMS-345541,up
TUBG1,4.0143604,2.8022664,5.9607251847926906e-05,0.002963421583976408,BMS,BMS-345541,up
IKBIP,4.0048785,1.3040881,6.204934682524526e-05,0.0030740461369472027,BMS,BMS-345541,up
PDXK,3.9927578,1.0546107,6.530929994035758e-05,0.0032299039122336004,BMS,BMS-345541,up
SLC9A3R1,3.9872837,1.868559,6.683408032134681e-05,0.0032965302138431847,BMS,BMS-345541,up
GNB2,3.9870882,1.8194607,6.688915494953176e-05,0.0032965302138431847,BMS,BMS-345541,up
STRAP,3.9796593,1.1949354,6.901410209694457e-05,0.003383601427721826,BMS,BMS-345541,up
IGFBP3,3.9763358,1.3322814,6.998527351844497e-05,0.0034252896044312496,BMS,BMS-345541,up
SSB,3.9757493,1.4197944,7.01579932671356e-05,0.0034278227813863598,BMS,BMS-345541,up
TXNDC17,3.974674,2.2059262,7.047569400206055e-05,0.0034374186172640136,BMS,BMS-345541,up
CPLX2,3.972426,0.87019485,7.114438065300214e-05,0.0034640712353003,BMS,BMS-345541,up
ADI1,3.9644105,1.8877324,7.357756320191835e-05,0.003576399632960484,BMS,BMS-345541,up
C12orf57,3.9576657,2.4287572,7.56857655849375e-05,0.0036662961113606138,BMS,BMS-345541,up
RRM2,3.956004,2.818358,7.62138794118562e-05,0.0036792996844517566,BMS,BMS-345541,up
PSMA4,3.9514098,1.0207142,7.769215161577293e-05,0.0037442860416458733,BMS,BMS-345541,up
SNRPE,3.9437854,2.5257275,8.02054436256901e-05,0.0038473586196411157,BMS,BMS-345541,up
MRPS11,3.9436877,2.3368258,8.023815880471096e-05,0.0038473586196411157,BMS,BMS-345541,up
SEC61A1,3.9271681,1.5689658,8.595193434523687e-05,0.004103848096569033,BMS,BMS-345541,up
PCLAF,3.9269726,2.3438008,8.602180003394755e-05,0.004103848096569033,BMS,BMS-345541,up
C20orf24,3.922085,1.9001591,8.778598154813506e-05,0.004173958297166194,BMS,BMS-345541,up
FLII,3.9172955,2.2317593,8.954800173388817e-05,0.004236412809908051,BMS,BMS-345541,up
NAP1L1,3.9136786,0.72319174,9.090058883831617e-05,0.004293234810833673,BMS,BMS-345541,up
HLA-A,3.9117236,2.0956445,9.163972881527626e-05,0.004320942820577867,BMS,BMS-345541,up
DSTN,3.908498,0.70494413,9.287173410381937e-05,0.0043717594701562015,BMS,BMS-345541,up
SIGMAR1,3.902242,3.0127804,9.530579658443175e-05,0.004469504885998453,BMS,BMS-345541,up
PTPRF,3.90146,1.0400989,9.561425566759282e-05,0.004471149797208325,BMS,BMS-345541,up
PTGES3,3.892076,1.0020472,9.939005560631973e-05,0.004640058312639026,BMS,BMS-345541,up
MAP2K2,3.8911963,2.4123518,9.975116347423994e-05,0.004649257352850347,BMS,BMS-345541,up
ARPC3,3.8833764,1.6322646,0.00010301589492563982,0.004793537652549723,BMS,BMS-345541,up
