cell_id,UMAP_1,UMAP_2,leiden,treatment_group,perturbation,dose_value,percent_mito,ngenes,cell_line,disease
A01_B02_RT_599,5.819542,-0.64272946,3,Nutlin,Nutlin,10.0,4.505292,4260,A549,lung adenocarcinoma
A08_B02_RT_741,2.8798788,-0.28641206,3,Nutlin,Nutlin,10.0,7.648569,2696,A549,lung adenocarcinoma
A01_B02_RT_636,5.619025,3.5775974,5,Nutlin,Nutlin,10.0,6.2574353,3653,A549,lung adenocarcinoma
D04_B02_RT_464,3.8472767,1.0425998,3,Nutlin,Nutlin,10.0,10.187845,2285,A549,lung adenocarcinoma
A10_A01_RT_751,3.7818863,-2.0434506,3,Nutlin,Nutlin,50.0,5.6646104,1246,A549,lung adenocarcinoma
B11_A01_RT_405,6.9262795,1.10106,0,Nutlin,Nutlin,10.0,11.147541,5555,A549,lung adenocarcinoma
C09_B02_RT_385,5.269068,2.0739806,3,Nutlin,Nutlin,10.0,5.3140097,3665,A549,lung adenocarcinoma
D12_A01_RT_550,2.9259377,-0.73900753,3,Nutlin,Nutlin,10.0,7.4936495,1492,A549,lung adenocarcinoma
D08_A01_RT_632,2.746399,-0.35695562,3,Nutlin,Nutlin,10.0,14.315496,912,A549,lung adenocarcinoma
G04_B02_RT_516,0.51798105,8.155409,1,Nutlin,Nutlin,10.0,4.6452703,836,A549,lung adenocarcinoma
C09_A01_RT_710,2.339475,8.399671,1,Nutlin,Nutlin,100.0,6.1261263,1113,A549,lung adenocarcinoma
A04_A01_RT_550,4.814424,-0.41445282,3,Nutlin,Nutlin,10.0,14.811668,4704,A549,lung adenocarcinoma
E03_B02_RT_429,8.281094,3.4823613,4,Nutlin,Nutlin,10.0,5.485871,5080,A549,lung adenocarcinoma
G09_A01_RT_528,1.6584883,6.9488225,1,Nutlin,Nutlin,50.0,3.6516855,783,A549,lung adenocarcinoma
E04_A01_RT_672,3.1169276,-0.37707525,3,Nutlin,Nutlin,10.0,12.687455,2124,A549,lung adenocarcinoma
A09_B02_RT_697,4.790001,-0.07840341,3,Nutlin,Nutlin,10.0,14.874775,3174,A549,lung adenocarcinoma
G05_A01_RT_391,4.2007265,1.3460379,3,Nutlin,Nutlin,10.0,5.578343,3560,A549,lung adenocarcinoma
A04_B02_RT_536,4.461583,-1.0973673,3,Nutlin,Nutlin,10.0,1.6399844,1634,A549,lung adenocarcinoma
E10_B02_RT_742,5.9005437,-1.1947279,3,Nutlin,Nutlin,50.0,2.193695,3099,A549,lung adenocarcinoma
C03_A01_RT_648,3.921404,1.2499516,3,Nutlin,Nutlin,10.0,18.99561,3346,A549,lung adenocarcinoma
E04_B02_RT_447,4.8551426,1.0830842,3,Nutlin,Nutlin,10.0,5.728192,2629,A549,lung adenocarcinoma
E02_B02_RT_686,4.135241,1.8069569,3,Nutlin,Nutlin,10.0,5.099778,1429,A549,lung adenocarcinoma
H11_A01_RT_493,5.1172495,1.1032959,3,Nutlin,Nutlin,10.0,8.508574,2995,A549,lung adenocarcinoma
D02_A01_RT_759,3.823909,0.29172507,3,Nutlin,Nutlin,10.0,8.732565,1062,A549,lung adenocarcinoma
E05_A01_RT_491,5.8233657,-1.7824123,3,Nutlin,Nutlin,50.0,3.216577,4692,A549,lung adenocarcinoma
F10_A01_RT_750,3.1264145,0.36441395,3,Nutlin,Nutlin,100.0,9.681529,1777,A549,lung adenocarcinoma
G02_A01_RT_517,-0.5238164,10.209942,1,Nutlin,Nutlin,10.0,4.9284577,902,A549,lung adenocarcinoma
F09_B02_RT_435,3.250479,-1.5155995,3,Nutlin,Nutlin,10.0,1.9245573,1702,A549,lung adenocarcinoma
H07_B02_RT_433,5.9796143,2.3846815,3,Nutlin,Nutlin,10.0,10.533993,4520,A549,lung adenocarcinoma
F04_B02_RT_403,4.552983,-0.31953087,3,Nutlin,Nutlin,10.0,2.9336734,2228,A549,lung adenocarcinoma
F01_A01_RT_472,9.0168,4.3755417,4,Nutlin,Nutlin,10.0,9.791307,3098,A549,lung adenocarcinoma
E02_A01_RT_618,5.1337547,-1.3356386,3,Nutlin,Nutlin,50.0,3.9708612,3415,A549,lung adenocarcinoma
G11_A01_RT_592,3.3247077,-0.6222647,3,Nutlin,Nutlin,10.0,5.6891766,2282,A549,lung adenocarcinoma
H05_A01_RT_676,4.317614,-1.1599054,3,Nutlin,Nutlin,10.0,1.6871485,2504,A549,lung adenocarcinoma
G10_A01_RT_702,0.61247915,7.977407,1,Nutlin,Nutlin,50.0,4.6533713,751,A549,lung adenocarcinoma
C11_A01_RT_711,1.9211668,8.333136,1,Nutlin,Nutlin,50.0,7.155222,1137,A549,lung adenocarcinoma
C09_B02_RT_724,5.317886,-0.84912896,3,Nutlin,Nutlin,50.0,7.261171,4301,A549,lung adenocarcinoma
B12_B02_RT_672,3.382945,0.3158165,3,Nutlin,Nutlin,10.0,18.777376,2348,A549,lung adenocarcinoma
H03_A01_RT_551,5.283653,-1.532654,3,Nutlin,Nutlin,50.0,5.2267947,4063,A549,lung adenocarcinoma
A12_B02_RT_560,5.2927785,-1.2329144,3,Nutlin,Nutlin,50.0,4.672201,3909,A549,lung adenocarcinoma
C05_B02_RT_567,3.7815092,-0.95506763,3,Nutlin,Nutlin,10.0,1.0076185,2330,A549,lung adenocarcinoma
F01_A01_RT_470,6.655342,1.6139747,0,Nutlin,Nutlin,50.0,3.2458234,3316,A549,lung adenocarcinoma
G03_A01_RT_403,8.480289,2.6093323,4,Nutlin,Nutlin,50.0,2.7802253,6427,A549,lung adenocarcinoma
B01_A01_RT_563,3.0703423,0.38091445,3,Nutlin,Nutlin,10.0,8.4221525,2426,A549,lung adenocarcinoma
G04_A01_RT_428,0.9876975,8.778239,1,Nutlin,Nutlin,50.0,4.680365,1143,A549,lung adenocarcinoma
B10_B02_RT_676,1.5738132,8.809963,1,Nutlin,Nutlin,50.0,1.8909091,877,A549,lung adenocarcinoma
F05_A01_RT_603,5.074576,-0.7715931,3,Nutlin,Nutlin,10.0,2.4991558,3055,A549,lung adenocarcinoma
E11_A01_RT_697,3.9689128,0.7966037,3,Nutlin,Nutlin,10.0,8.561376,3427,A549,lung adenocarcinoma
C03_B02_RT_502,-0.43206996,9.937854,1,Nutlin,Nutlin,50.0,5.1282053,945,A549,lung adenocarcinoma
D01_B02_RT_470,4.993675,3.7342734,5,Nutlin,Nutlin,100.0,9.231349,1562,A549,lung adenocarcinoma
D02_B02_RT_665,2.7452664,-0.42135608,3,Nutlin,Nutlin,10.0,16.738594,1737,A549,lung adenocarcinoma
G10_A01_RT_384,4.027256,-1.3109999,3,Nutlin,Nutlin,10.0,14.116845,2234,A549,lung adenocarcinoma
D03_B02_RT_390,5.367668,0.02915673,3,Nutlin,Nutlin,50.0,5.9359508,3549,A549,lung adenocarcinoma
D07_A01_RT_514,7.4651203,1.7093481,0,Nutlin,Nutlin,10.0,5.608732,4757,A549,lung adenocarcinoma
H12_B02_RT_678,4.8496265,2.1760836,3,Nutlin,Nutlin,10.0,14.84375,2976,A549,lung adenocarcinoma
F07_A01_RT_698,5.175401,0.17963539,3,Nutlin,Nutlin,10.0,6.3614264,2528,A549,lung adenocarcinoma
E04_A01_RT_738,3.2077,0.13310584,3,Nutlin,Nutlin,10.0,7.150076,2081,A549,lung adenocarcinoma
C06_B02_RT_406,5.669006,2.7337644,5,Nutlin,Nutlin,10.0,10.636934,3362,A549,lung adenocarcinoma
F08_B02_RT_761,4.898554,3.4905772,5,Nutlin,Nutlin,10.0,7.188161,2354,A549,lung adenocarcinoma
H10_B02_RT_743,4.9858403,-0.69833386,3,Nutlin,Nutlin,10.0,4.9582324,2059,A549,lung adenocarcinoma
A09_B02_RT_764,5.2107725,1.7038236,3,Nutlin,Nutlin,50.0,11.159016,3375,A549,lung adenocarcinoma
B11_B02_RT_664,4.8030863,-1.4546479,3,Nutlin,Nutlin,10.0,3.312789,2654,A549,lung adenocarcinoma
G07_A01_RT_479,5.666426,1.3102007,3,Nutlin,Nutlin,10.0,8.821274,4413,A549,lung adenocarcinoma
E08_B02_RT_705,4.971085,1.9676473,3,Nutlin,Nutlin,10.0,3.1213648,2724,A549,lung adenocarcinoma
A09_A01_RT_536,4.7551436,-2.0866182,3,Nutlin,Nutlin,10.0,4.218534,1046,A549,lung adenocarcinoma
G10_A01_RT_464,0.33427364,9.146033,1,Nutlin,Nutlin,100.0,5.2580333,766,A549,lung adenocarcinoma
F12_A01_RT_594,3.0699062,5.597356,0,Nutlin,Nutlin,50.0,1.9354838,1312,A549,lung adenocarcinoma
G12_A01_RT_460,4.8576736,-0.016118184,3,Nutlin,Nutlin,10.0,1.7089678,2911,A549,lung adenocarcinoma
E03_A01_RT_534,5.3557262,-0.026480442,3,Nutlin,Nutlin,10.0,10.288625,3738,A549,lung adenocarcinoma
F02_A01_RT_688,5.258197,-2.2252858,3,Nutlin,Nutlin,50.0,0.680974,2660,A549,lung adenocarcinoma
C12_A01_RT_629,4.210559,-0.5529691,3,Nutlin,Nutlin,10.0,1.7726396,1698,A549,lung adenocarcinoma
F07_B02_RT_397,0.5082693,8.086717,1,Nutlin,Nutlin,10.0,4.8250265,1200,A549,lung adenocarcinoma
E12_B02_RT_693,4.9300084,0.24977234,3,Nutlin,Nutlin,50.0,11.921841,2201,A549,lung adenocarcinoma
B08_A01_RT_533,3.4845939,5.534422,0,Nutlin,Nutlin,10.0,8.452582,4886,A549,lung adenocarcinoma
C04_B02_RT_711,2.4970639,8.666627,1,Nutlin,Nutlin,100.0,5.0451407,1229,A549,lung adenocarcinoma
F10_B02_RT_464,5.798588,2.7803192,5,Nutlin,Nutlin,50.0,8.286731,3519,A549,lung adenocarcinoma
E05_B02_RT_479,-0.027554912,7.207399,1,Nutlin,Nutlin,50.0,3.3913841,782,A549,lung adenocarcinoma
G10_B02_RT_465,4.4316363,0.65752167,3,Nutlin,Nutlin,10.0,13.327545,2359,A549,lung adenocarcinoma
F05_A01_RT_727,4.0881176,1.7729207,3,Nutlin,Nutlin,10.0,2.930403,1292,A549,lung adenocarcinoma
A12_A01_RT_606,4.920814,-1.8195242,3,Nutlin,Nutlin,50.0,4.7384615,2004,A549,lung adenocarcinoma
G10_B02_RT_484,0.35040826,9.385231,1,Nutlin,Nutlin,100.0,6.633907,868,A549,lung adenocarcinoma
G05_A01_RT_764,0.9893195,5.9810715,1,Nutlin,Nutlin,50.0,3.5655057,874,A549,lung adenocarcinoma
E12_B02_RT_558,5.8403444,-0.98922944,3,Nutlin,Nutlin,50.0,2.5586355,2559,A549,lung adenocarcinoma
G04_B02_RT_702,-0.25449648,7.0488048,1,Nutlin,Nutlin,100.0,6.629393,869,A549,lung adenocarcinoma
A08_B02_RT_615,5.4493637,0.09401613,3,Nutlin,Nutlin,10.0,11.369697,2116,A549,lung adenocarcinoma
A09_A01_RT_738,3.613481,0.4037915,3,Nutlin,Nutlin,10.0,12.909091,2697,A549,lung adenocarcinoma
B02_A01_RT_620,4.1553707,0.13231727,3,Nutlin,Nutlin,10.0,6.998056,2011,A549,lung adenocarcinoma
G06_A01_RT_662,5.573775,1.6215838,3,Nutlin,Nutlin,10.0,5.0324674,3875,A549,lung adenocarcinoma
D03_B02_RT_672,3.7868226,-0.11765847,3,Nutlin,Nutlin,10.0,11.073446,1847,A549,lung adenocarcinoma
E10_B02_RT_739,3.1721883,-0.44122067,3,Nutlin,Nutlin,10.0,5.5918665,2191,A549,lung adenocarcinoma
E01_A01_RT_463,8.858674,5.916609,2,Nutlin,Nutlin,50.0,2.7208376,5245,A549,lung adenocarcinoma
G03_A01_RT_654,5.9243083,-1.618266,3,Nutlin,Nutlin,50.0,3.5718908,3519,A549,lung adenocarcinoma
G03_A01_RT_400,5.432795,1.1436107,3,Nutlin,Nutlin,10.0,7.3027525,6015,A549,lung adenocarcinoma
G03_B02_RT_508,5.712762,1.6334774,3,Nutlin,Nutlin,10.0,8.246336,3782,A549,lung adenocarcinoma
C05_A01_RT_582,4.413729,3.851341,5,Nutlin,Nutlin,100.0,9.381981,869,A549,lung adenocarcinoma
G03_A01_RT_560,-0.6438459,7.9404488,1,Nutlin,Nutlin,10.0,4.2613635,765,A549,lung adenocarcinoma
C02_B02_RT_546,5.4344754,-0.68996006,3,Nutlin,Nutlin,10.0,1.709943,1823,A549,lung adenocarcinoma
G05_B02_RT_508,5.4684362,-1.0536028,3,Nutlin,Nutlin,10.0,3.066065,3853,A549,lung adenocarcinoma
A08_A01_RT_669,3.784776,-0.9590423,3,Nutlin,Nutlin,10.0,9.596801,1720,A549,lung adenocarcinoma
B04_B02_RT_568,4.084018,-1.4650534,3,Nutlin,Nutlin,50.0,10.2978525,2301,A549,lung adenocarcinoma
F04_B02_RT_661,5.693039,-1.018372,3,Nutlin,Nutlin,50.0,5.6636887,3106,A549,lung adenocarcinoma
C04_A01_RT_767,5.0057607,-2.0608342,3,Nutlin,Nutlin,50.0,2.0625415,1908,A549,lung adenocarcinoma
D04_B02_RT_463,6.1666226,-0.8234886,3,Nutlin,Nutlin,50.0,1.988997,2619,A549,lung adenocarcinoma
D10_A01_RT_502,5.0287614,1.3903509,3,Nutlin,Nutlin,10.0,7.633243,2474,A549,lung adenocarcinoma
D07_B02_RT_497,1.004144,8.259104,1,Nutlin,Nutlin,50.0,2.6258206,944,A549,lung adenocarcinoma
F02_A01_RT_456,4.269815,-0.6581283,3,Nutlin,Nutlin,10.0,9.875946,2943,A549,lung adenocarcinoma
H06_B02_RT_424,5.4298515,1.2661587,3,Nutlin,Nutlin,10.0,4.1363893,2748,A549,lung adenocarcinoma
E02_A01_RT_596,8.240772,7.367864,2,Nutlin,Nutlin,50.0,3.3317237,4345,A549,lung adenocarcinoma
A11_A01_RT_605,3.9800267,-0.41769287,3,Nutlin,Nutlin,10.0,8.297771,2280,A549,lung adenocarcinoma
C03_B02_RT_598,7.2978196,1.2688668,0,Nutlin,Nutlin,10.0,5.4572105,3997,A549,lung adenocarcinoma
F01_A01_RT_646,3.667889,1.5202821,3,Nutlin,Nutlin,10.0,15.027174,1987,A549,lung adenocarcinoma
B12_B02_RT_629,0.7761894,9.04006,1,Nutlin,Nutlin,100.0,3.1924882,756,A549,lung adenocarcinoma
D11_B02_RT_693,4.4855785,-1.0137029,3,Nutlin,Nutlin,10.0,3.4066863,2531,A549,lung adenocarcinoma
C06_A01_RT_750,4.849754,-1.68701,3,Nutlin,Nutlin,10.0,1.3094418,1853,A549,lung adenocarcinoma
A10_B02_RT_623,5.502051,1.4278619,3,Nutlin,Nutlin,10.0,8.179562,5221,A549,lung adenocarcinoma
C03_A01_RT_577,4.126541,-0.78938335,3,Nutlin,Nutlin,50.0,2.889431,3695,A549,lung adenocarcinoma
F07_A01_RT_750,3.719619,1.0465055,3,Nutlin,Nutlin,10.0,4.3340025,2982,A549,lung adenocarcinoma
G03_A01_RT_641,5.5358157,1.1822225,3,Nutlin,Nutlin,10.0,7.404109,4915,A549,lung adenocarcinoma
B09_A01_RT_673,3.9414072,0.97065866,3,Nutlin,Nutlin,10.0,13.311295,3739,A549,lung adenocarcinoma
F12_A01_RT_525,3.3189354,0.8619773,3,Nutlin,Nutlin,10.0,9.567077,2045,A549,lung adenocarcinoma
H05_B02_RT_583,2.3604703,8.914399,1,Nutlin,Nutlin,50.0,3.22887,803,A549,lung adenocarcinoma
G04_B02_RT_736,0.8740437,9.353317,1,Nutlin,Nutlin,100.0,7.980769,743,A549,lung adenocarcinoma
D10_A01_RT_747,2.0976465,8.830373,1,Nutlin,Nutlin,10.0,7.340946,1271,A549,lung adenocarcinoma
E04_A01_RT_741,4.2659817,2.1600754,3,Nutlin,Nutlin,10.0,12.31705,2664,A549,lung adenocarcinoma
B09_A01_RT_601,9.078286,-1.5552341,0,Nutlin,Nutlin,10.0,13.146998,1145,A549,lung adenocarcinoma
A02_A01_RT_434,3.6814196,0.2360411,3,Nutlin,Nutlin,10.0,4.7540646,2638,A549,lung adenocarcinoma
E01_A01_RT_702,4.3906326,0.6299357,3,Nutlin,Nutlin,10.0,7.063541,3106,A549,lung adenocarcinoma
B01_A01_RT_626,3.9435298,-1.3241256,3,Nutlin,Nutlin,10.0,5.205047,1239,A549,lung adenocarcinoma
B04_B02_RT_705,6.315115,0.37076193,3,Nutlin,Nutlin,10.0,2.3647254,4117,A549,lung adenocarcinoma
H03_A01_RT_575,0.86661094,6.2360697,1,Nutlin,Nutlin,100.0,3.5264482,866,A549,lung adenocarcinoma
G05_B02_RT_558,4.850471,0.08040884,3,Nutlin,Nutlin,10.0,4.60402,2838,A549,lung adenocarcinoma
E08_A01_RT_534,2.7832544,-0.2389477,3,Nutlin,Nutlin,10.0,15.853293,2936,A549,lung adenocarcinoma
C01_B02_RT_713,7.2051706,0.7041474,0,Nutlin,Nutlin,50.0,1.6784631,4312,A549,lung adenocarcinoma
C05_A01_RT_700,5.412227,-0.27216545,3,Nutlin,Nutlin,10.0,2.5550776,3460,A549,lung adenocarcinoma
C12_A01_RT_617,3.2787557,-0.63368267,3,Nutlin,Nutlin,10.0,12.989622,1734,A549,lung adenocarcinoma
F10_B02_RT_709,4.797186,1.5717007,3,Nutlin,Nutlin,10.0,7.2087803,2199,A549,lung adenocarcinoma
F09_B02_RT_451,5.7135105,-0.7266821,3,Nutlin,Nutlin,10.0,14.697791,4607,A549,lung adenocarcinoma
F04_A01_RT_698,6.419756,0.178546,3,Nutlin,Nutlin,50.0,6.1714773,4816,A549,lung adenocarcinoma
H04_A01_RT_542,3.0096653,0.8602922,3,Nutlin,Nutlin,10.0,12.106299,2097,A549,lung adenocarcinoma
G01_A01_RT_487,7.44031,1.8937199,0,Nutlin,Nutlin,50.0,8.91534,6845,A549,lung adenocarcinoma
E01_B02_RT_533,4.915812,1.8148197,3,Nutlin,Nutlin,10.0,9.209092,4593,A549,lung adenocarcinoma
H10_B02_RT_623,0.134345,8.473086,1,Nutlin,Nutlin,10.0,3.6437247,874,A549,lung adenocarcinoma
C08_B02_RT_508,4.946199,-0.80819076,3,Nutlin,Nutlin,50.0,2.3868628,2794,A549,lung adenocarcinoma
H09_A01_RT_752,6.012749,-0.38249618,3,Nutlin,Nutlin,10.0,7.329843,3254,A549,lung adenocarcinoma
B11_B02_RT_533,5.638404,2.2001388,3,Nutlin,Nutlin,10.0,7.2371945,4277,A549,lung adenocarcinoma
G01_A01_RT_497,-1.0078255,7.723137,1,Nutlin,Nutlin,100.0,2.6166098,1177,A549,lung adenocarcinoma
F06_B02_RT_673,5.6211042,-1.8047148,3,Nutlin,Nutlin,50.0,2.8214867,3640,A549,lung adenocarcinoma
D04_A01_RT_664,5.2296286,-1.0801629,3,Nutlin,Nutlin,50.0,3.610675,2204,A549,lung adenocarcinoma
D03_A01_RT_545,3.885921,1.400796,3,Nutlin,Nutlin,10.0,7.9864326,2977,A549,lung adenocarcinoma
E05_A01_RT_500,7.5811567,0.6379926,0,Nutlin,Nutlin,10.0,5.468152,4837,A549,lung adenocarcinoma
D02_A01_RT_471,5.077146,1.266113,3,Nutlin,Nutlin,10.0,7.854765,4121,A549,lung adenocarcinoma
A02_A01_RT_696,5.7209682,-0.55881023,3,Nutlin,Nutlin,50.0,0.81130594,2211,A549,lung adenocarcinoma
H03_A01_RT_617,-0.54717326,8.742973,1,Nutlin,Nutlin,100.0,10.293238,1121,A549,lung adenocarcinoma
H09_A01_RT_667,3.4793005,0.52075994,3,Nutlin,Nutlin,10.0,11.741803,2422,A549,lung adenocarcinoma
A12_B02_RT_489,-0.18729506,6.8827085,1,Nutlin,Nutlin,10.0,11.131725,773,A549,lung adenocarcinoma
B04_B02_RT_614,5.108271,0.79859275,3,Nutlin,Nutlin,10.0,7.7210736,2340,A549,lung adenocarcinoma
H04_B02_RT_533,0.31359577,8.833576,1,Nutlin,Nutlin,100.0,8.877087,878,A549,lung adenocarcinoma
B05_A01_RT_745,8.669197,5.0893207,2,Nutlin,Nutlin,10.0,5.4158816,6016,A549,lung adenocarcinoma
D04_A01_RT_444,4.4903383,0.25475892,3,Nutlin,Nutlin,10.0,8.319769,2803,A549,lung adenocarcinoma
F07_B02_RT_455,4.1591635,1.4656688,3,Nutlin,Nutlin,10.0,10.022438,3094,A549,lung adenocarcinoma
B09_A01_RT_729,-0.27999443,8.75697,1,Nutlin,Nutlin,50.0,1.4971288,2941,A549,lung adenocarcinoma
E10_B02_RT_503,6.107054,1.4802125,3,Nutlin,Nutlin,50.0,6.9832892,5791,A549,lung adenocarcinoma
D03_A01_RT_474,7.34287,1.3776407,0,Nutlin,Nutlin,10.0,8.251461,5471,A549,lung adenocarcinoma
F03_A01_RT_676,1.6749309,6.398009,1,Nutlin,Nutlin,100.0,2.4703557,669,A549,lung adenocarcinoma
G01_B02_RT_571,0.92869747,9.304578,1,Nutlin,Nutlin,50.0,2.946768,781,A549,lung adenocarcinoma
A03_A01_RT_760,5.509808,0.49240175,3,Nutlin,Nutlin,50.0,9.236726,4009,A549,lung adenocarcinoma
C10_A01_RT_442,3.43695,-1.3779683,3,Nutlin,Nutlin,10.0,14.792145,2062,A549,lung adenocarcinoma
G06_A01_RT_669,2.417064,8.008333,1,Nutlin,Nutlin,10.0,4.339441,748,A549,lung adenocarcinoma
A06_A01_RT_669,6.1685658,-0.42295176,3,Nutlin,Nutlin,50.0,4.289755,4941,A549,lung adenocarcinoma
G11_A01_RT_710,2.8404064,9.2221985,1,Nutlin,Nutlin,50.0,7.123034,1773,A549,lung adenocarcinoma
H10_A01_RT_566,6.0034623,-0.57017463,3,Nutlin,Nutlin,50.0,3.9130435,2668,A549,lung adenocarcinoma
C10_A01_RT_618,3.7402563,-0.934052,3,Nutlin,Nutlin,50.0,4.85482,2416,A549,lung adenocarcinoma
G12_A01_RT_486,5.5256352,-2.031507,3,Nutlin,Nutlin,50.0,4.859793,3998,A549,lung adenocarcinoma
F05_A01_RT_480,4.168153,1.1874803,3,Nutlin,Nutlin,10.0,3.7234905,2984,A549,lung adenocarcinoma
E03_B02_RT_502,-0.5695086,6.32067,1,Nutlin,Nutlin,50.0,3.9613526,769,A549,lung adenocarcinoma
B05_B02_RT_591,4.8412695,-0.5563445,3,Nutlin,Nutlin,10.0,8.710033,2997,A549,lung adenocarcinoma
B10_B02_RT_685,0.8155892,7.6787047,1,Nutlin,Nutlin,50.0,4.805915,806,A549,lung adenocarcinoma
C03_A01_RT_713,4.4730563,0.7028864,3,Nutlin,Nutlin,10.0,7.28857,3851,A549,lung adenocarcinoma
D10_B02_RT_756,3.206223,1.4152392,3,Nutlin,Nutlin,10.0,4.5734053,1565,A549,lung adenocarcinoma
B08_B02_RT_405,4.6699615,-1.0443264,3,Nutlin,Nutlin,10.0,12.178517,2699,A549,lung adenocarcinoma
E12_B02_RT_648,3.7235596,-1.482036,3,Nutlin,Nutlin,10.0,3.9086518,1444,A549,lung adenocarcinoma
G03_B02_RT_735,3.9549177,-0.524653,3,Nutlin,Nutlin,10.0,5.752406,2364,A549,lung adenocarcinoma
C02_B02_RT_425,2.83191,-0.14224851,3,Nutlin,Nutlin,10.0,5.144033,1289,A549,lung adenocarcinoma
D11_B02_RT_474,5.0055137,0.2994551,3,Nutlin,Nutlin,10.0,4.644269,1803,A549,lung adenocarcinoma
H04_B02_RT_566,2.358346,7.098869,1,Nutlin,Nutlin,50.0,3.943662,733,A549,lung adenocarcinoma
D02_B02_RT_616,3.8834705,-1.436839,3,Nutlin,Nutlin,10.0,14.198783,1829,A549,lung adenocarcinoma
E03_B02_RT_623,4.0440903,1.3854452,3,Nutlin,Nutlin,10.0,5.8518744,1843,A549,lung adenocarcinoma
C08_B02_RT_521,4.3822336,1.0670767,3,Nutlin,Nutlin,10.0,8.393615,3412,A549,lung adenocarcinoma
D06_A01_RT_598,4.86971,3.9084804,5,Nutlin,Nutlin,50.0,4.9128366,1595,A549,lung adenocarcinoma
G11_A01_RT_748,3.762431,0.43665504,3,Nutlin,Nutlin,10.0,6.2908907,1305,A549,lung adenocarcinoma
C02_B02_RT_557,3.549453,-0.7394953,3,Nutlin,Nutlin,10.0,7.301899,1799,A549,lung adenocarcinoma
B09_A01_RT_481,3.0658133,-0.5192355,3,Nutlin,Nutlin,10.0,7.3234525,1898,A549,lung adenocarcinoma
E06_B02_RT_680,3.0618768,-1.4195756,3,Nutlin,Nutlin,10.0,11.749348,923,A549,lung adenocarcinoma
A10_B02_RT_404,4.6032176,-0.18379629,3,Nutlin,Nutlin,10.0,7.905506,2794,A549,lung adenocarcinoma
B09_A01_RT_401,3.3980834,0.8978418,3,Nutlin,Nutlin,10.0,7.8782706,2025,A549,lung adenocarcinoma
F01_A01_RT_469,7.3369274,1.064752,0,Nutlin,Nutlin,10.0,13.126888,3187,A549,lung adenocarcinoma
A03_A01_RT_462,2.9527185,-0.8071423,3,Nutlin,Nutlin,10.0,6.8107667,1476,A549,lung adenocarcinoma
F04_A01_RT_726,8.149256,1.6024923,0,Nutlin,Nutlin,50.0,7.3159785,5185,A549,lung adenocarcinoma
H04_B02_RT_760,5.677176,-1.5186071,3,Nutlin,Nutlin,50.0,8.438641,3157,A549,lung adenocarcinoma
C02_A01_RT_744,5.0278106,1.2215697,3,Nutlin,Nutlin,10.0,15.599639,4017,A549,lung adenocarcinoma
G11_A01_RT_641,7.416027,1.9350317,0,Nutlin,Nutlin,10.0,6.881578,7127,A549,lung adenocarcinoma
G06_B02_RT_428,1.5276808,9.79341,1,Nutlin,Nutlin,50.0,4.933921,807,A549,lung adenocarcinoma
B10_B02_RT_614,3.9367893,-0.24577726,3,Nutlin,Nutlin,10.0,7.5746174,2125,A549,lung adenocarcinoma
H05_A01_RT_708,2.9319549,0.97822225,3,Nutlin,Nutlin,10.0,9.387317,1603,A549,lung adenocarcinoma
A01_A01_RT_739,4.703943,-2.1882157,3,Nutlin,Nutlin,10.0,1.7241379,1617,A549,lung adenocarcinoma
D04_A01_RT_427,5.2873726,-1.9587625,3,Nutlin,Nutlin,10.0,8.867521,1157,A549,lung adenocarcinoma
G01_A01_RT_446,-0.4405919,7.5805354,1,Nutlin,Nutlin,100.0,4.040404,785,A549,lung adenocarcinoma
H07_B02_RT_628,3.0038269,-0.44711727,3,Nutlin,Nutlin,10.0,9.802117,2234,A549,lung adenocarcinoma
F07_B02_RT_462,4.405901,-1.2666365,3,Nutlin,Nutlin,10.0,11.537262,1712,A549,lung adenocarcinoma
A11_A01_RT_643,8.207258,1.7347435,0,Nutlin,Nutlin,10.0,6.3879004,4642,A549,lung adenocarcinoma
D09_A01_RT_446,5.12987,-0.31213418,3,Nutlin,Nutlin,10.0,3.5506778,2004,A549,lung adenocarcinoma
A07_A01_RT_633,3.4343264,1.6012912,3,Nutlin,Nutlin,10.0,5.0044155,2020,A549,lung adenocarcinoma
F12_B02_RT_503,7.7788887,-0.48407403,0,Nutlin,Nutlin,10.0,9.966778,1605,A549,lung adenocarcinoma
G07_B02_RT_756,3.633017,1.2563856,3,Nutlin,Nutlin,10.0,7.9433646,2183,A549,lung adenocarcinoma
A05_B02_RT_406,6.1466627,-1.1285955,3,Nutlin,Nutlin,10.0,2.0384836,4298,A549,lung adenocarcinoma
D07_A01_RT_630,4.632593,0.4493215,3,Nutlin,Nutlin,10.0,14.5693655,3220,A549,lung adenocarcinoma
F08_A01_RT_423,4.3334966,1.6551559,3,Nutlin,Nutlin,10.0,9.658552,2962,A549,lung adenocarcinoma
B04_B02_RT_756,4.074092,1.3425303,3,Nutlin,Nutlin,10.0,4.2264442,1663,A549,lung adenocarcinoma
F05_A01_RT_424,4.9053497,1.9890255,3,Nutlin,Nutlin,10.0,5.821918,4065,A549,lung adenocarcinoma
D08_A01_RT_495,3.2641919,0.6987619,3,Nutlin,Nutlin,10.0,8.563672,2185,A549,lung adenocarcinoma
G09_B02_RT_517,0.02677721,8.406478,1,Nutlin,Nutlin,100.0,4.3382354,983,A549,lung adenocarcinoma
