compound,direction,rank,pathway,p_value,z_score,combined_score,overlapping_genes,adjusted_p_value
Vorinostat,up,110,MAPK signaling pathway,0.30221860245910886,1.8420904484893976,2.2042540410673244,NR4A1;FLNA,0.41963542685387106
Vorinostat,up,115,Amoebiasis,0.3189986257224674,2.6523949692266524,3.0305428997187303,PRDX1,0.42575447694001556
Vorinostat,up,116,Chagas disease,0.3189986257224674,2.6523949692266524,3.0305428997187303,CALR,0.42575447694001556
Vorinostat,up,117,T cell receptor signaling pathway,0.3241227630898183,2.6006297559695617,2.929955138790926,RHOA,0.42575447694001556
Vorinostat,up,118,C-type lectin receptor signaling pathway,0.3241227630898183,2.6006297559695617,2.929955138790926,RHOA,0.42575447694001556
Vorinostat,up,119,Glucagon signaling pathway,0.33173772020830716,2.526644569097399,2.787926454681828,PKM,0.4317488559220818
Vorinostat,up,120,Drug metabolism,0.3342571787783859,2.502904773932811,2.742794645682853,GSTP1,0.4317488559220818
Vorinostat,up,121,Human papillomavirus infection,0.35309791562829695,1.6318441104217847,1.6987658401470078,SLC9A3R1;PKM,0.4523155117552564
Vorinostat,up,122,Sphingolipid signaling pathway,0.3613601365844648,2.2683234081539165,2.308881506273993,RHOA,0.45537252984221177
Vorinostat,up,123,Neurotrophin signaling pathway,0.3613601365844648,2.2683234081539165,2.308881506273993,RHOA,0.45537252984221177
Vorinostat,up,124,Osteoclast differentiation,0.3803847117087205,2.1234448734448734,2.0524626537112076,SQSTM1,0.4754808896359006
Vorinostat,up,125,Purine metabolism,0.3850528079625041,2.0900548986486487,1.9946957061597144,PKM,0.47746548187350507
Vorinostat,up,126,Oxidative phosphorylation,0.3942851446024616,2.0263104013104014,1.8858484166961607,COX6A1,0.4850333128046155
Vorinostat,up,127,Autophagy,0.4033806945750766,1.9663155802861685,1.7851677966847128,SQSTM1,0.4884688098370068
Vorinostat,up,128,Insulin signaling pathway,0.4033806945750766,1.9663155802861685,1.7851677966847128,FASN,0.4884688098370068
Vorinostat,up,129,Phospholipase D signaling pathway,0.42770437297687647,1.8181651038793896,1.5442095121564292,RHOA,0.5103110037647326
Vorinostat,up,130,Adrenergic signaling in cardiomyocytes,0.4320205209840812,1.793578813713042,1.5053187539721928,ATP1A3,0.5103110037647326
Vorinostat,up,131,Spliceosome,0.4320205209840812,1.793578813713042,1.5053187539721928,EIF4A3,0.5103110037647326
Vorinostat,up,132,Cushing syndrome,0.4426708776641263,1.734906984906985,1.4138255369672852,NR4A1,0.5103110037647326
Vorinostat,up,133,Non-alcoholic fatty liver disease,0.4426708776641263,1.734906984906985,1.4138255369672852,COX6A1,0.5103110037647326
Vorinostat,up,134,Cellular senescence,0.44477718144486217,1.7236268526591108,1.3964511716344847,SQSTM1,0.5103110037647326
Vorinostat,up,135,Hepatitis C,0.4468756306474561,1.7124913374913375,1.3793688817977852,CD81,0.5103110037647326
Vorinostat,up,136,Ribosome,0.4489662541693597,1.701497676019969,1.3625721883547621,FAU,0.5103110037647326
Vorinostat,up,137,Necroptosis,0.45104908074689265,1.69064317482039,1.3460547933211358,SQSTM1,0.5103110037647326
Vorinostat,up,138,Hippo signaling pathway,0.45930299015986104,1.6485652318985653,1.2826582283362609,ACTG1,0.5158837932954962
Vorinostat,up,139,Wnt signaling pathway,0.4654129501307578,1.6183456183456184,1.2377596073077237,RHOA,0.5189856638148738
Vorinostat,up,140,Tuberculosis,0.493037248471167,1.490714177865016,1.0541891696529175,RHOA,0.544100149366861
Vorinostat,up,141,NOD-like receptor signaling pathway,0.4949556197466285,1.4823573573573574,1.0425229219176326,RHOA,0.544100149366861
Vorinostat,up,142,RNA transport,0.5044405602749028,1.4419284149013878,0.9867192063702965,EIF4A3,0.550621738328239
Vorinostat,up,143,Neutrophil extracellular trap formation,0.510046933272438,1.4187032777458308,0.9551455731521499,ACTG1,0.5528480745260692
Vorinostat,up,144,Chemokine signaling pathway,0.5155907161160701,1.396207726050658,0.924906658091772,RHOA,0.5549761180416032
Vorinostat,up,145,Epstein-Barr virus infection,0.5336267486004607,1.3260723409977142,0.8328512136720347,CALR,0.5704285933315268
Vorinostat,up,146,Lipid and atherosclerosis,0.5560861511368518,1.2446956302096488,0.730427286617781,RHOA,0.5903654344261098
Vorinostat,up,147,Human T-cell leukemia virus 1 infection,0.5627795269053679,1.2216092239028018,0.7022632348213598,CALR,0.5934069841519186
Vorinostat,up,148,Coronavirus disease,0.5838526885220479,1.1521001521001522,0.6199526653535884,FAU,0.6073635350397142
Vorinostat,up,149,Ras signaling pathway,0.5838526885220479,1.1521001521001522,0.6199526653535884,RHOA,0.6073635350397142
Vorinostat,up,150,Chemical carcinogenesis,0.5947813637725152,1.1178173972291618,0.5807747682822998,GSTP1,0.6115258962256033
Vorinostat,up,151,Pathways in cancer,0.5957445827746201,1.0045316829375663,0.5202904107797669,GSTP1;RHOA,0.6115258962256033
Vorinostat,up,152,Endocytosis,0.6143314190891438,1.0592225691827286,0.5160751891053426,RHOA,0.6264563813080084
Vorinostat,up,153,MicroRNAs in cancer,0.6908073012837198,0.8578675763141782,0.31732038106438926,RHOA,0.6998374620848141
Vorinostat,up,154,PI3K-Akt signaling pathway,0.7386491404226905,0.7492535027945793,0.22697304712109623,NR4A1,0.7434455634124483
Vorinostat,up,155,Herpes simplex virus 1 infection,0.8496346738303014,0.5282505845886127,0.08607780803905787,CALR,0.8496346738303014
