compound,direction,rank,pathway,p_value,z_score,combined_score,overlapping_genes,adjusted_p_value
BMS-345541,down,1,Transcriptional misregulation in cancer,8.410287089350677e-05,9.228143992519868,86.5920109705167,MDM2;JMJD1C;MLLT3;PTK2;PBX1;IGF1R,0.008410287089350677
BMS-345541,down,2,Morphine addiction,0.00038087255459327173,12.846365549619556,101.14002358002024,PDE10A;PDE4D;PDE3A;PDE4B,0.019043627729663587
BMS-345541,down,4,Lysine degradation,0.001711313314317076,13.79513888888889,87.88185204776613,ASH1L;SMYD3;CAMKMT,0.042782832857926896
BMS-345541,down,3,Purine metabolism,0.0014094934824700376,8.923943661971832,58.581450120184506,PDE10A;PDE4D;PDE3A;PDE4B,0.042782832857926896
BMS-345541,down,5,Adherens junction,0.0024108241817534684,12.167279411764707,73.3417638674165,PARD3;PTPRM;IGF1R,0.04821648363506937
BMS-345541,down,6,Axon guidance,0.004878959655338468,6.250039563222029,33.26785600819984,PPP3CA;PARD3;EFNA5;PTK2,0.08131599425564114
BMS-345541,down,7,"Parathyroid hormone synthesis, secretion and action",0.007411419853296544,8.018608414239482,39.32913526714848,AKAP13;PDE4D;PDE4B,0.0983106442585198
BMS-345541,down,8,Rap1 signaling pathway,0.008032188964577964,5.392862026528101,26.016774512653253,DOCK4;PARD3;EFNA5;IGF1R,0.0983106442585198
BMS-345541,down,9,cAMP signaling pathway,0.008847957983266782,5.238639383470635,24.766026966648276,PDE10A;PDE4D;PDE3A;PDE4B,0.0983106442585198
BMS-345541,down,10,Human cytomegalovirus infection,0.010170404825623489,5.023006819195717,23.046927892658054,PPP3CA;AKAP13;MDM2;PTK2,0.10170404825623489
BMS-345541,down,11,Endocytosis,0.014886773304894073,4.470013630168105,18.8066085918911,PARD3;PSD3;MDM2;IGF1R,0.1353343027717643
BMS-345541,down,12,Cell adhesion molecules,0.018192593014800484,5.683908045977011,22.773945958341653,CNTN1;PTPRM;NRCAM,0.15160494179000406
BMS-345541,down,13,VEGF signaling pathway,0.02068442276068454,9.549627493391013,37.03703066274529,PPP3CA;PTK2,0.159110944312958
BMS-345541,down,14,Renin secretion,0.027689699933248275,8.120220813739522,29.124753592945943,PPP3CA;PDE3A,0.1977835709517734
BMS-345541,down,15,Melanoma,0.02995269546345745,7.771037181996086,27.261854982251965,MDM2;IGF1R,0.19968463642304968
BMS-345541,down,16,Glioma,0.032286839980381836,7.450553574779509,25.578462417412943,MDM2;IGF1R,0.20179274987738646
BMS-345541,down,17,Human papillomavirus infection,0.03580692031533405,3.3764913640866605,11.2424132522264,PARD3;MDM2;MAML3;PTK2,0.21062894303137678
BMS-345541,down,18,Proteoglycans in cancer,0.04184849258277108,4.068275577557756,12.911484175400812,MDM2;PTK2;IGF1R,0.23169650219856383
BMS-345541,down,19,PI3K-Akt signaling pathway,0.044022335417727126,3.1509054325955734,9.840460893449405,MDM2;EFNA5;PTK2;IGF1R,0.23169650219856383
BMS-345541,down,20,Th1 and Th2 cell differentiation,0.04677082282978011,6.038051750380517,18.491507608192848,PPP3CA;MAML3,0.23385411414890056
BMS-345541,down,21,Prostate cancer,0.05140823660287156,5.718817591925018,16.973203984060188,MDM2;IGF1R,0.24480112668034076
BMS-345541,down,22,C-type lectin receptor signaling pathway,0.058164036681865934,5.3244695138329305,15.145389860325652,PPP3CA;MDM2,0.2643819849175725
BMS-345541,down,23,Selenocompound metabolism,0.061896656139105055,16.815033783783782,46.78428556789713,TXNRD1,0.26911589625697846
BMS-345541,down,24,Protein export,0.08282726211637345,12.225429975429975,30.453521852291058,IMMP2L,0.333711918202288
BMS-345541,down,25,Oocyte meiosis,0.08452220613160638,4.270952432315823,10.552417218169387,PPP3CA;IGF1R,0.333711918202288
BMS-345541,down,26,FoxO signaling pathway,0.08676509873259489,4.2043113518105555,10.277652789970434,MDM2;IGF1R,0.333711918202288
BMS-345541,down,27,Ubiquitin mediated proteolysis,0.09707453453596428,3.92833035537026,9.16195138675909,MDM2;BIRC6,0.35139953528113793
BMS-345541,down,28,MAPK signaling pathway,0.09839186987871862,2.811282932416953,6.518794715244356,PPP3CA;EFNA5;IGF1R,0.35139953528113793
BMS-345541,down,30,SNARE interactions in vesicular transport,0.1166923329201196,8.400760135135135,18.046634236870386,VTI1A,0.38897444306706536
BMS-345541,down,29,Cellular senescence,0.11619368697583526,3.5173456680305994,7.571075171793439,PPP3CA;MDM2,0.38897444306706536
BMS-345541,down,31,Hippo signaling pathway,0.12483913286099482,3.363226410278227,6.99796375998247,PARD3;TEAD1,0.3972954626573998
BMS-345541,down,32,cGMP-PKG signaling pathway,0.12984791655741046,3.2810294728102947,6.697865302997265,PPP3CA;PDE3A,0.3972954626573998
BMS-345541,down,33,Hepatocellular carcinoma,0.13110750267694193,3.2610991912856906,6.6256980438208775,TXNRD1;IGF1R,0.3972954626573998
BMS-345541,down,35,Bladder cancer,0.14289350826497224,6.717905405405405,13.070730430805341,MDM2,0.40587293150382703
BMS-345541,down,36,Tryptophan metabolism,0.14611425534137773,6.55372445616348,12.605213364633421,KYNU,0.40587293150382703
BMS-345541,down,34,Pathways in cancer,0.1384853688238672,2.0737098110484538,4.099704801903215,TXNRD1;MDM2;PTK2;IGF1R,0.40587293150382703
BMS-345541,down,37,Chemokine signaling pathway,0.1621154981919175,2.8457101658255226,5.17761667835039,PARD3;PTK2,0.43814999511329056
BMS-345541,down,39,Ovarian steroidogenesis,0.1745688066121261,5.371621621621622,9.375823410278914,IGF1R,0.4476123246464772
BMS-345541,down,38,Focal adhesion,0.17406905329351813,2.7157706339918772,4.74799049119442,PTK2;IGF1R,0.4476123246464772
BMS-345541,down,42,Notch signaling pathway,0.1990750252869324,4.628844361602982,7.4712950836422065,MAML3,0.4699706419910189
BMS-345541,down,43,Long-term depression,0.2020873760561381,4.550160329821347,7.275957173916217,IGF1R,0.4699706419910189
BMS-345541,down,40,Human immunodeficiency virus 1 infection,0.18886702468487637,2.5720808871493803,4.286918297288825,PPP3CA;PTK2,0.4699706419910189
BMS-345541,down,41,Lipid and atherosclerosis,0.1929338361048398,2.535468518875812,4.171880100940747,PPP3CA;PTK2,0.4699706419910189
BMS-345541,down,45,Cortisol synthesis and secretion,0.21698225796024237,4.1936233108108105,6.407603498713032,PBX1,0.4763776649577086
BMS-345541,down,46,Long-term potentiation,0.2228630949629938,4.066134316134316,6.104071157913032,PPP3CA,0.4763776649577086
BMS-345541,down,48,Amphetamine addiction,0.22870034854693458,3.9461446740858506,5.821915556214123,PPP3CA,0.4763776649577086
BMS-345541,down,50,p53 signaling pathway,0.2402453780074235,3.7261636636636637,5.313861393498236,MDM2,0.4763776649577086
BMS-345541,down,51,Chronic myeloid leukemia,0.2487920970957095,3.5765765765765765,4.975510450760623,MDM2,0.4763776649577086
BMS-345541,down,52,Bacterial invasion of epithelial cells,0.25161986808987913,3.529338549075391,4.869907646109142,PTK2,0.4763776649577086
BMS-345541,down,53,Synaptic vesicle cycle,0.2544371359246685,3.4833274833274834,4.767635494374277,SYT1,0.4763776649577086
BMS-345541,down,54,RNA degradation,0.25724393907716264,3.4384961884961887,4.668551028853188,ZCCHC7,0.4763776649577086
BMS-345541,down,44,Ras signaling pathway,0.21617998362626323,2.346039309112567,3.593296939449884,EFNA5;IGF1R,0.4763776649577086
BMS-345541,down,47,Calcium signaling pathway,0.22721259246168354,2.266259928628986,3.3583007174105735,PPP3CA;ASPH,0.4763776649577086
BMS-345541,down,49,Shigellosis,0.23551527578219067,2.209858522344487,3.1954101263199894,MDM2;PTK2,0.4763776649577086
BMS-345541,down,55,B cell receptor signaling pathway,0.26282630447041827,3.352195945945946,4.479411738203964,PPP3CA,0.4778660081280332
BMS-345541,down,56,ErbB signaling pathway,0.27386713694678566,3.191924066924067,4.133899774535857,PTK2,0.48904845883354586
BMS-345541,down,57,Cardiac muscle contraction,0.27932620765544375,3.1173790069138905,3.975827179493273,ASPH,0.4900459783428837
BMS-345541,down,58,PD-L1 expression and PD-1 checkpoint pathway in cancer,0.28474478012245696,3.0462223587223587,3.8265487957479625,PPP3CA,0.49093927607320165
BMS-345541,down,59,Small cell lung cancer,0.2927973524865168,2.945351945351945,3.617700802840773,PTK2,0.49513092568404055
BMS-345541,down,60,TGF-beta signaling pathway,0.298115971484896,2.881720430107527,3.4876675717165058,THSD4,0.49513092568404055
BMS-345541,down,61,Progesterone-mediated oocyte maturation,0.31383616164844547,2.7062517062517064,3.1362323637249645,IGF1R,0.49513092568404055
BMS-345541,down,62,Amoebiasis,0.3189986257224674,2.6523949692266524,3.0305428997187303,PTK2,0.49513092568404055
BMS-345541,down,63,Longevity regulating pathway,0.3189986257224674,2.6523949692266524,3.0305428997187303,IGF1R,0.49513092568404055
BMS-345541,down,64,T cell receptor signaling pathway,0.3241227630898183,2.6006297559695617,2.929955138790926,PPP3CA,0.49513092568404055
BMS-345541,down,66,Th17 cell differentiation,0.33173772020830716,2.526644569097399,2.787926454681828,PPP3CA,0.49513092568404055
BMS-345541,down,67,Glucagon signaling pathway,0.33173772020830716,2.526644569097399,2.787926454681828,PPP3CA,0.49513092568404055
BMS-345541,down,65,MicroRNAs in cancer,0.32433577206040703,1.7449742038783134,1.964799015368068,MDM2;EFNA5,0.49513092568404055
BMS-345541,down,68,HIF-1 signaling pathway,0.3367672647191555,2.4796046046046047,2.69871039315683,IGF1R,0.4952459775281699
BMS-345541,down,69,Glutamatergic synapse,0.3491783047541256,2.369289643625927,2.4929016098274612,PPP3CA,0.4988261496487508
BMS-345541,down,70,Leukocyte transendothelial migration,0.3491783047541256,2.369289643625927,2.4929016098274612,PTK2,0.4988261496487508
BMS-345541,down,71,"Growth hormone synthesis, secretion and action",0.3613601365844648,2.2683234081539165,2.308881506273993,PTK2,0.501602231772851
BMS-345541,down,72,AMPK signaling pathway,0.36376936689626144,2.2491483079718373,2.274417983096227,IGF1R,0.501602231772851
BMS-345541,down,73,Thyroid hormone signaling pathway,0.3661696291941813,2.2302927927927927,2.2406828018003555,MDM2,0.501602231772851
BMS-345541,down,74,Cell cycle,0.37331693707167624,2.1755658097121513,2.143644870153851,MDM2,0.5044823473941571
BMS-345541,down,75,Osteoclast differentiation,0.3803847117087205,2.1234448734448734,2.0524626537112076,PPP3CA,0.5071796156116273
BMS-345541,down,76,Natural killer cell mediated cytotoxicity,0.3896862007199225,2.0576923076923075,1.9391969628488115,PPP3CA,0.5082584277746903
BMS-345541,down,77,Dopaminergic synapse,0.3919899629803869,2.041881576232721,1.912260982064137,PPP3CA,0.5082584277746903
BMS-345541,down,78,Autophagy,0.4033806945750766,1.9663155802861685,1.7851677966847128,IGF1R,0.5082584277746903
BMS-345541,down,79,Yersinia infection,0.4033806945750766,1.9663155802861685,1.7851677966847128,PTK2,0.5082584277746903
BMS-345541,down,80,Fluid shear stress and atherosclerosis,0.4078778005803385,1.9376224050137094,1.7376358583339153,PTK2,0.5082584277746903
BMS-345541,down,81,Apoptosis,0.4145608193168538,1.8961088748322792,1.6695913388740138,BIRC6,0.5082584277746903
BMS-345541,down,82,Signaling pathways regulating pluripotency of stem cells,0.41677191077524606,1.8826608298439285,1.6477352261096123,IGF1R,0.5082584277746903
BMS-345541,down,83,Breast cancer,0.4255341794384112,1.8307108478341354,1.5641776673792063,IGF1R,0.5126917824559172
BMS-345541,down,84,mTOR signaling pathway,0.44055669026579836,1.7463345698639816,1.431498644314485,IGF1R,0.5147335786792167
BMS-345541,down,85,Oxytocin signaling pathway,0.44055669026579836,1.7463345698639816,1.431498644314485,PPP3CA,0.5147335786792167
BMS-345541,down,86,Cushing syndrome,0.4426708776641263,1.734906984906985,1.4138255369672852,PBX1,0.5147335786792167
BMS-345541,down,87,Wnt signaling pathway,0.4654129501307578,1.6183456183456184,1.2377596073077237,PPP3CA,0.5349574139433997
BMS-345541,down,88,Tight junction,0.4714547766688722,1.5892052767052767,1.1949744535023576,PARD3,0.5357440643964457
BMS-345541,down,89,Tuberculosis,0.493037248471167,1.490714177865016,1.0541891696529175,PPP3CA,0.5539744364844573
BMS-345541,down,90,Kaposi sarcoma-associated herpesvirus infection,0.5174248541668914,1.388865427927928,0.9151108941816017,PPP3CA,0.5749165046298794
BMS-345541,down,91,Pathogenic Escherichia coli infection,0.5246931342135849,1.3602454495311638,0.8772790038517,MYO1E,0.5756919224686308
BMS-345541,down,92,Epstein-Barr virus infection,0.5336267486004607,1.3260723409977142,0.8328512136720347,MDM2,0.5756919224686308
BMS-345541,down,93,Viral carcinogenesis,0.5353934878958266,1.3194407278565694,0.8243249634405919,MDM2,0.5756919224686308
BMS-345541,down,94,Regulation of actin cytoskeleton,0.5611155778925525,1.2273010337526467,0.7091693601036729,PTK2,0.5923995020056504
BMS-345541,down,95,Human T-cell leukemia virus 1 infection,0.5627795269053679,1.2216092239028018,0.7022632348213598,PPP3CA,0.5923995020056504
BMS-345541,down,96,Prion disease,0.6439641712654983,0.9764010333863276,0.4297259962493618,PPP3CA,0.6707960117348941
BMS-345541,down,97,Neuroactive ligand-receptor interaction,0.7253303290711359,0.7784181240063593,0.24997193440431711,PARD3,0.7477632258465318
BMS-345541,down,98,Amyotrophic lateral sclerosis,0.7484588822882855,0.7282406373315464,0.21099972138518525,PPP3CA,0.7608349547275626
BMS-345541,down,99,Alzheimer disease,0.753226605180287,0.718162455934195,0.20351945510210465,PPP3CA,0.7608349547275626
BMS-345541,down,100,Pathways of neurodegeneration,0.8357096501977643,0.554538715931121,0.09952530068941694,PPP3CA,0.8357096501977643
BMS-345541,up,1,Parkinson disease,2.1677125702193607e-09,14.217240021008404,283.62815684297846,COX8A;TUBA1B;UBB;PSMC4;TUBB;TXN;CYC1;COX6A1;CALM2;UBA52;COX6B1,2.9264119697961367e-07
BMS-345541,up,3,Glycolysis / Gluconeogenesis,1.888322744282963e-07,28.31646471846044,438.40702174028297,ALDH3A1;TPI1;PKM;ENO1;ALDOA;GAPDH,8.497452349273334e-06
BMS-345541,up,2,Pathways of neurodegeneration,1.8874508001746263e-07,8.006582330556412,123.96486148084632,COX8A;GPX2;TUBA1B;UBB;PSMC4;TUBB;CYC1;COX6A1;SQSTM1;CALM2;UBA52;COX6B1,8.497452349273334e-06
BMS-345541,up,4,Diabetic cardiomyopathy,9.246439838109251e-07,12.081132797550708,167.85353216235512,COX8A;G6PD;CYBA;CYC1;COX6A1;CTSD;GAPDH;COX6B1,2.758413169508816e-05
BMS-345541,up,5,Amyotrophic lateral sclerosis,1.0216345072254874e-06,8.505432420686658,117.32484280983428,COX8A;GPX2;TUBA1B;PSMC4;TUBB;CYC1;PFN1;COX6A1;SQSTM1;COX6B1,2.758413169508816e-05
BMS-345541,up,6,Huntington disease,2.1172117639076304e-06,9.011937557392104,117.74466395381776,COX8A;GPX2;TUBA1B;PSMC4;TUBB;CYC1;COX6A1;COX6B1;POLR2L,4.7637264687921684e-05
BMS-345541,up,7,Fructose and mannose metabolism,6.871902840244582e-06,38.6517727051967,459.49496067675886,TPI1;AKR1B10;AKR1B1;ALDOA,0.0001325295547761455
BMS-345541,up,8,Prion disease,8.32181172200484e-06,8.858349760630809,103.61284462578247,COX8A;TUBA1B;PSMC4;TUBB;CYBA;CYC1;COX6A1;COX6B1,0.00014043057280883168
BMS-345541,up,9,Alzheimer disease,9.65253646835034e-06,7.410984848484849,85.58420096115735,COX8A;TUBA1B;PSMC4;TUBB;CYC1;COX6A1;CALM2;GAPDH;COX6B1,0.0001447880470252551
BMS-345541,up,10,Fluid shear stress and atherosclerosis,1.373400016525675e-05,12.940176528277215,144.8735066487282,NQO1;GSTP1;CYBA;TXN;SQSTM1;CALM2,0.00018540900223096613
BMS-345541,up,11,Salmonella infection,4.11488006552762e-05,8.372690811861935,84.55007572091401,TUBA1B;TUBB;FLNA;TXN;PFN1;GAPDH;S100A10,0.0005050080080420262
BMS-345541,up,12,Folate biosynthesis,0.00012375963688097377,36.05434782608695,324.38707087904345,AKR1B10;AKR1C3;AKR1B1,0.001392295914910955
BMS-345541,up,13,Cardiac muscle contraction,0.00032080872047847745,13.468182589512981,108.34702380946099,COX8A;CYC1;COX6A1;COX6B1,0.003113640058355786
BMS-345541,up,14,Shigellosis,0.00032289600605171114,7.132246376811594,57.330281959021114,CAPNS1;UBB;ACTN4;PFN1;SQSTM1;UBA52,0.003113640058355786
BMS-345541,up,15,Glutathione metabolism,0.0012813884889648678,15.332561728395062,102.11196374713496,G6PD;GPX2;GSTP1,0.01153249640068381
BMS-345541,up,16,Oxidative phosphorylation,0.0015770304370940195,8.645485314990719,55.78250124701372,COX8A;CYC1;COX6A1;COX6B1,0.01330619431298079
BMS-345541,up,17,Mitophagy,0.0021309667969927853,12.73076923076923,78.30924679986884,UBB;SQSTM1;UBA52,0.016922383387883884
BMS-345541,up,18,Non-alcoholic fatty liver disease,0.0027525041442263832,7.377669993470758,43.4931661186052,COX8A;CYC1;COX6A1;COX6B1,0.020643781081697874
BMS-345541,up,19,Pentose phosphate pathway,0.005639191620392201,19.468688845401175,100.8091541783213,G6PD;ALDOA,0.040067940460681434
BMS-345541,up,20,Galactose metabolism,0.006013544320434341,18.796410014171,96.11997192358464,AKR1B10;AKR1B1,0.04059142416293181
BMS-345541,up,21,Amoebiasis,0.006666868431159868,8.344276094276093,41.80987176868925,PRDX1;HSPB1;ACTN4,0.04285843991459915
BMS-345541,up,22,Pentose and glucuronate interconversions,0.007202645338937849,17.03167808219178,84.02249521013059,AKR1B10;AKR1B1,0.04419805094348225
BMS-345541,up,23,HIF-1 signaling pathway,0.00800088966463702,7.790487421383648,37.61405111997178,ENO1;ALDOA;GAPDH,0.04696174368373903
BMS-345541,up,24,Ferroptosis,0.010351583005020632,13.969792764313313,63.8505558612769,SLC3A2;FTL,0.058227654403241055
BMS-345541,up,25,Thermogenesis,0.01128330459701011,4.867062021250309,21.826004367162806,COX8A;CYC1;COX6A1;COX6B1,0.0609298448238546
BMS-345541,up,26,Estrogen signaling pathway,0.01483211449643231,6.1539179104477615,25.913905552735145,KRT18;CALM2;CTSD,0.07701290219301392
BMS-345541,up,27,Apoptosis,0.016311496194024024,5.9310551558753,24.411541731900506,TUBA1B;LMNA;CTSD,0.08155748097012012
BMS-345541,up,28,Phagosome,0.019511075270257888,5.530201342281879,21.771147395579874,TUBA1B;TUBB;CYBA,0.09407125576731482
BMS-345541,up,29,Arachidonic acid metabolism,0.022017170035399915,9.224982586487114,35.20191246762858,GPX2;AKR1C3,0.09907726515929961
BMS-345541,up,30,Glycerolipid metabolism,0.022017170035399915,9.224982586487114,35.20191246762858,AKR1B10;AKR1B1,0.09907726515929961
BMS-345541,up,31,Tight junction,0.02569179524263598,4.959588353413655,18.159947324601347,MYL6;TUBA1B;ACTN4,0.11188362444373733
BMS-345541,up,32,Central carbon metabolism in cancer,0.02843601186580257,8.000402900886382,28.482225676079796,G6PD;PKM,0.11996442505885459
BMS-345541,up,33,Metabolism of xenobiotics by cytochrome P450,0.03308038125808087,7.349500185116623,25.05308561773849,ALDH3A1;GSTP1,0.13134857264237992
BMS-345541,up,34,Pertussis,0.03308038125808087,7.349500185116623,25.05308561773849,CFL1;CALM2,0.13134857264237992
BMS-345541,up,35,Kaposi sarcoma-associated herpesvirus infection,0.03600455384167936,4.327850877192983,14.386251742861743,UBB;CALM2;UBA52,0.13887470767504898
BMS-345541,up,36,Pathogenic Escherichia coli infection,0.03790216411318759,4.237757731958763,13.869109191789976,TUBA1B;TUBB;GAPDH,0.14213311542445348
BMS-345541,up,37,Ubiquinone and other terpenoid-quinone biosynthesis,0.04049491842710541,26.91216216216216,86.2959682120762,NQO1,0.1477517293961954
BMS-345541,up,38,Gap junction,0.04317953710039594,6.32016565785282,19.86041635019073,TUBA1B;TUBB,0.1534009870671961
BMS-345541,up,39,Salivary secretion,0.04768532565953531,5.971398464549149,18.171751164115054,CST3;CALM2,0.16431277244707274
BMS-345541,up,40,Regulation of actin cytoskeleton,0.048685265910243775,3.8197674418604652,11.54478430036976,CFL1;ACTN4;PFN1,0.16431277244707274
BMS-345541,up,42,Phenylalanine metabolism,0.061896656139105055,16.815033783783782,46.78428556789713,ALDH3A1,0.19513983032136883
BMS-345541,up,41,Glucagon signaling pathway,0.061149088538222644,5.171559034572733,14.451613095385108,PKM;CALM2,0.19513983032136883
BMS-345541,up,43,Drug metabolism,0.062155649657917485,5.122512277074179,14.230920826249275,ALDH3A1;GSTP1,0.19513983032136883
BMS-345541,up,44,Leukocyte transendothelial migration,0.06831234103937381,4.846624266144814,13.00671513579498,CYBA;ACTN4,0.20959468273444237
BMS-345541,up,45,Histidine metabolism,0.07937110842625347,12.808236808236808,32.45121583769236,ALDH3A1,0.23811332527876042
BMS-345541,up,46,Osteoclast differentiation,0.08229763838206236,4.33972602739726,10.838087619846748,CYBA;SQSTM1,0.23957504163412965
BMS-345541,up,47,Lysosome,0.08340760708743773,4.305066318764949,10.693852590964804,PSAP;CTSD,0.23957504163412965
BMS-345541,up,48,Vascular smooth muscle contraction,0.08902592606726308,4.1397051134581195,10.013233181112826,MYL6;CALM2,0.2503854170641774
BMS-345541,up,49,Systemic lupus erythematosus,0.09130430267970964,4.077041919868163,9.758633717405917,ACTN4;SNRPB,0.25155267064817965
BMS-345541,up,50,Autophagy,0.09359984778135792,4.0162354134956875,9.513363341608922,SQSTM1;CTSD,0.2527195890096664
BMS-345541,up,51,Ubiquitin mediated proteolysis,0.09707453453596428,3.92833035537026,9.16195138675909,UBB;UBA52,0.2569620031834348
BMS-345541,up,52,Phototransduction,0.09991692846204742,9.95895895895896,22.939626939193147,CALM2,0.25939971812262314
BMS-345541,up,53,beta-Alanine metabolism,0.10666448008193466,9.271202236719478,20.749572437350395,ALDH3A1,0.2716925436049279
BMS-345541,up,54,RNA polymerase,0.1100195153566116,8.961711711711711,19.77937166333769,POLR2L,0.275048788391529
BMS-345541,up,55,Oxytocin signaling pathway,0.1137531772777067,3.5639870223503967,7.747125157694447,MYL6;CALM2,0.27902997294073967
BMS-345541,up,56,Cellular senescence,0.11619368697583526,3.5173456680305994,7.571075171793439,SQSTM1;CALM2,0.27902997294073967
BMS-345541,up,57,Ribosome,0.1186476345155071,3.4719002458728485,7.400692957206268,FAU;UBA52,0.27902997294073967
BMS-345541,up,58,Necroptosis,0.11987954393009556,3.4496117267254167,7.317550419590167,SQSTM1;FTL,0.27902997294073967
BMS-345541,up,59,Tyrosine metabolism,0.12660910599668915,7.67953667953668,15.870920964553154,ALDH3A1,0.2896988018568311
BMS-345541,up,60,Hepatocellular carcinoma,0.13110750267694193,3.2610991912856906,6.6256980438208775,NQO1;GSTP1,0.29499188102311935
BMS-345541,up,61,Tuberculosis,0.14643620149884418,3.0394028012929044,5.839195589766656,CALM2;CTSD,0.32167075040658744
BMS-345541,up,62,NOD-like receptor signaling pathway,0.14773027055709942,3.0222698400551007,5.779689603535819,CYBA;TXN,0.32167075040658744
BMS-345541,up,63,Type II diabetes mellitus,0.15887826166448996,5.96996996996997,10.982458365229922,PKM,0.3351338331985335
BMS-345541,up,64,Proteasome,0.15887826166448996,5.96996996996997,10.982458365229922,PSMC4,0.3351338331985335
BMS-345541,up,65,Pyruvate metabolism,0.16203973495778623,5.839894242068155,10.628103516131034,PKM,0.33606487557161124
BMS-345541,up,66,Sphingolipid metabolism,0.1683275495268852,5.596002252252252,9.97120022915206,PSAP,0.33606487557161124
BMS-345541,up,67,Malaria,0.1714539764404576,5.4815223386651954,9.666337985731483,CD81,0.33606487557161124
BMS-345541,up,69,Ovarian steroidogenesis,0.1745688066121261,5.371621621621622,9.375823410278914,AKR1C3,0.33606487557161124
BMS-345541,up,68,Focal adhesion,0.17406905329351813,2.7157706339918772,4.74799049119442,FLNA;ACTN4,0.33606487557161124
BMS-345541,up,70,Epstein-Barr virus infection,0.1754062932276577,2.702054794520548,4.703332543811382,PSMC4;VIM,0.33606487557161124
BMS-345541,up,71,Viral carcinogenesis,0.17674523085618074,2.688475431063859,4.659251476287281,PKM;ACTN4,0.33606487557161124
BMS-345541,up,72,Rap1 signaling pathway,0.18616275488512132,2.5970758693361433,4.366032444837357,PFN1;CALM2,0.34905516540960246
BMS-345541,up,73,Human immunodeficiency virus 1 infection,0.18886702468487637,2.5720808871493803,4.286918297288825,CFL1;CALM2,0.34927463469120973
BMS-345541,up,74,Lipid and atherosclerosis,0.1929338361048398,2.535468518875812,4.171880100940747,CYBA;CALM2,0.3519738901912618
BMS-345541,up,75,VEGF signaling pathway,0.1990750252869324,4.628844361602982,7.4712950836422065,HSPB1,0.3583350455164783
BMS-345541,up,76,Mineral absorption,0.2020873760561381,4.550160329821347,7.275957173916217,FTL,0.35897099694182427
BMS-345541,up,77,Steroid hormone biosynthesis,0.20508854760030737,4.474099099099099,7.088375395393361,AKR1C3,0.3595708302083311
BMS-345541,up,78,Cytosolic DNA-sensing pathway,0.21105751659730462,4.329337401918047,6.734823730110623,POLR2L,0.3652918556491811
BMS-345541,up,79,Coronavirus disease,0.21617998362626323,2.346039309112567,3.593296939449884,FAU;UBA52,0.3694214910069055
BMS-345541,up,80,Long-term potentiation,0.2228630949629938,4.066134316134316,6.104071157913032,CALM2,0.37608147275005205
BMS-345541,up,81,Amphetamine addiction,0.22870034854693458,3.9461446740858506,5.821915556214123,CALM2,0.37651886651019717
BMS-345541,up,82,Renin secretion,0.22870034854693458,3.9461446740858506,5.821915556214123,CALM2,0.37651886651019717
BMS-345541,up,83,Adherens junction,0.23449433745979759,3.833011583011583,5.559108072779519,ACTN4,0.3814064524948515
BMS-345541,up,84,Inositol phosphate metabolism,0.2402453780074235,3.7261636636636637,5.313861393498236,TPI1,0.38167058642846835
BMS-345541,up,85,Thyroid hormone synthesis,0.2459537842415853,3.62509130752374,5.084595226425167,GPX2,0.38167058642846835
BMS-345541,up,86,Glioma,0.2459537842415853,3.62509130752374,5.084595226425167,CALM2,0.38167058642846835
BMS-345541,up,87,Gastric acid secretion,0.2487920970957095,3.5765765765765765,4.975510450760623,CALM2,0.38167058642846835
BMS-345541,up,88,Arrhythmogenic right ventricular cardiomyopathy,0.25161986808987913,3.529338549075391,4.869907646109142,LMNA,0.38167058642846835
BMS-345541,up,89,Leishmaniasis,0.25161986808987913,3.529338549075391,4.869907646109142,CYBA,0.38167058642846835
BMS-345541,up,90,RNA degradation,0.25724393907716264,3.4384961884961887,4.668551028853188,ENO1,0.385865908615744
BMS-345541,up,91,B cell receptor signaling pathway,0.26282630447041827,3.352195945945946,4.479411738203964,CD81,0.38974198160253404
BMS-345541,up,92,Peroxisome,0.2656019430180232,3.310643977310644,4.389107923821362,PRDX1,0.38974198160253404
BMS-345541,up,93,Complement and coagulation cascades,0.27386713694678566,3.191924066924067,4.133899774535857,CLU,0.3975490697614631
BMS-345541,up,94,Hypertrophic cardiomyopathy,0.287438972224247,3.0118433039781354,3.7549997120099996,LMNA,0.4006320855633422
BMS-345541,up,95,GnRH signaling pathway,0.29546161390307396,2.913190364277321,3.5518093308392777,CALM2,0.4006320855633422
BMS-345541,up,96,Staphylococcus aureus infection,0.300760461607955,2.8509200690051753,3.425212656809314,KRT18,0.4006320855633422
BMS-345541,up,98,Dilated cardiomyopathy,0.3033951203966583,2.8207681365576103,3.364384583945817,LMNA,0.4006320855633422
BMS-345541,up,99,Circadian entrainment,0.30601998392223567,2.791244369369369,3.305126057345754,CALM2,0.4006320855633422
BMS-345541,up,100,Fc gamma R-mediated phagocytosis,0.30601998392223567,2.791244369369369,3.305126057345754,CFL1,0.4006320855633422
BMS-345541,up,101,Phosphatidylinositol signaling system,0.30601998392223567,2.791244369369369,3.305126057345754,CALM2,0.4006320855633422
BMS-345541,up,102,Prostate cancer,0.30601998392223567,2.791244369369369,3.305126057345754,GSTP1,0.4006320855633422
