group,names,scores,logfoldchanges,pvals,pvals_adj
4,SRGAP2C,-0.6137744,,0.539364395122012,0.9999345729936572
4,DSEL,-0.61399996,4.593365,0.5392153711335792,0.9999345729936572
4,LINC00865,-0.61586547,,0.5379833281117274,0.9999345729936572
4,ENSG00000272426,-0.6212365,,0.5344440365337291,0.9999345729936572
4,GJA4,-0.6241065,,0.5325576411726018,0.9999345729936572
4,MANEA-DT,-0.62589,,0.5313870813692134,0.9999345729936572
4,ICOSLG,-0.6320401,,0.5273606982431709,0.9999345729936572
4,LINC02983,-0.6349306,,0.525473688689583,0.9999345729936572
4,DNTT,-0.64542663,,0.5186507309987836,0.9999345729936572
4,NEK8,-0.6481327,,0.516899138717136,0.9999345729936572
4,TSPOAP1,-0.6509617,,0.5150712105223696,0.9999345729936572
4,FRY,-0.6550002,7.139273,0.5124676062494612,0.9999345729936572
4,IGLC3,-0.6568657,,0.5112672470343789,0.9999345729936572
4,CASKIN2,-0.6578292,,0.5106478568202892,0.9999345729936572
4,CCDC141,-0.6653528,,0.5058248639947565,0.9999345729936572
4,SYNE2,-0.67322487,,0.500804247009385,0.9999345729936572
4,PLAU,-0.6769354,4.6758795,0.49844695004861195,0.9999345729936572
4,CDKN1A,-0.6799284,,0.49654979205241745,0.9999345729936572
4,MALL,-0.6813839,,0.4956285948080843,0.9999345729936572
4,POU2AF1,-0.68249094,,0.49492857722857286,0.9999345729936572
4,ABCD1,-0.68618095,,0.4925990061034563,0.9999345729936572
4,HIP1R,-0.69610304,,0.4863643113943389,0.9999345729936572
4,CLSTN3,-0.697497,,0.4854917934016221,0.9999345729936572
4,ARL4C,-0.699424,,0.48428706203122696,0.9999345729936572
4,FGD2,-0.69993657,,0.4839669278222607,0.9999345729936572
4,RETREG1,-0.70022357,,0.48378770281498207,0.9999345729936572
4,EGR3,-0.70071554,,0.483480543738234,0.9999345729936572
4,ALOX5,-0.7009616,,0.4833270039010832,0.9999345729936572
4,LINC00426,-0.70116657,,0.4831990742596223,0.9999345729936572
4,DTX1,-0.7021096,,0.48261083477964184,0.9999345729936572
4,SEL1L3,-0.7030321,,0.4820357598496433,0.9999345729936572
4,AGAP4,-0.7062301,,0.48004505497793826,0.9999345729936572
4,SBF2,-0.7072346,,0.479420695854069,0.9999345729936572
4,KCNE5,-0.70791113,,0.4790004589411332,0.9999345729936572
4,ENSG00000260349,-0.7080341,,0.4789240738440004,0.9999345729936572
4,BDNF-AS,-0.7093051,,0.4781351507899696,0.9999345729936572
4,RAPGEF5,-0.71098614,7.695514,0.4770928284343887,0.9999345729936572
4,TPSAB1,-0.7121341,7.1276293,0.4763817139021975,0.9999345729936572
4,TCL1A,-0.71754616,,0.4730371518689004,0.9999345729936572
4,ENSG00000262482,-0.72250724,,0.4699826898337829,0.9999345729936572
4,CD3D,-0.73146576,,0.46449469796620535,0.9999345729936572
4,ARHGEF11,-0.7331878,,0.4634438988322438,0.9999345729936572
4,TP53I11,-0.73905087,,0.459876128632584,0.9999345729936572
4,KLF2-DT,-0.7433559,,0.45726625591357617,0.9999345729936572
4,PRRG2,-0.75130993,,0.4524661574923666,0.9999345729936572
4,CCDC191,-0.7515969,,0.4522934918611742,0.9999345729936572
4,AP1S3,-0.7524374,8.130575,0.45178804248440607,0.9999345729936572
4,ENSG00000274422,-0.75391346,,0.45090119749086066,0.9999345729936572
4,GPR183,-0.75631195,,0.4494621783773237,0.9999345729936572
4,LDB2,-0.75653744,,0.4493270200543945,0.9999345729936572
4,B4GALT4,-0.75881296,,0.4479644403909152,0.9999345729936572
4,ENSG00000270659,-0.7589975,,0.44785406394520133,0.9999345729936572
4,RAG2,-0.76037097,,0.44703285853639574,0.9999345729936572
4,ENSG00000278002,-0.761109,,0.4465919678294844,0.9999345729936572
4,C16orf74,-0.76484,,0.4443668121775358,0.9999345729936572
4,PITPNM2,-0.7652295,,0.44413488101185306,0.9999345729936572
4,BHLHE40,-0.7657215,,0.4438420141266757,0.9999345729936572
4,USP9Y,-0.77002656,,0.4412841376450578,0.9999345729936572
4,MAPKBP1,-0.7707646,,0.4408464939831902,0.9999345729936572
4,LINC02256,-0.7768941,,0.43722124671194584,0.9999345729936572
4,SOCS1,-0.7785136,,0.4362662795903337,0.9999345729936572
4,PVR,-0.7831057,,0.43356507089234064,0.9999345729936572
4,CALCOCO1,-0.78613967,,0.4317856619790641,0.9999345729936572
4,CTSG,-0.7899732,,0.4295434174558127,0.9999345729936572
4,H2BC21,-0.79167473,,0.42855036841559146,0.9999345729936572
4,ABCA1,-0.79544675,,0.4263536783820695,0.9999345729936572
4,FAM151B-DT,-0.79841924,,0.42462722717447865,0.9999345729936572
4,CD22,-0.80871034,,0.4186817794653501,0.9999345729936572
4,MEIS2,-0.8113959,,0.417138376519964,0.9999345729936572
4,NEIL1,-0.8182839,,0.413195092227428,0.9999345729936572
4,MME,-0.82029295,,0.4120491397554422,0.9999345729936572
4,CRYBG3,-0.8234705,,0.4102405168970936,0.9999345729936572
4,C2CD2,-0.82365495,,0.4101356452101864,0.9999345729936572
4,HBEGF,-0.82375747,,0.41007739004761035,0.9999345729936572
4,LY86,-0.82709897,,0.4081809667014885,0.9999345729936572
4,CCDC88B,-0.830051,,0.4065099530656424,0.9999345729936572
4,RHBDF2,-0.832429,,0.40516683258585373,0.9999345729936572
4,DPEP2,-0.83513504,,0.403641685163181,0.9999345729936572
4,PAX5,-0.837144,,0.4025116053738862,0.9999345729936572
4,FAM174B,-0.85592216,,0.39204082537083185,0.9999345729936572
4,HLX,-0.86117023,,0.3891443001181448,0.9999345729936572
4,SLC25A45,-0.86529076,,0.38687922761299576,0.9999345729936572
4,LINC00324,-0.8721583,,0.3831220261942916,0.9999345729936572
4,VASH2,-0.87576634,,0.3811570811414824,0.9999345729936572
4,EPX,-0.87576634,,0.3811570811414824,0.9999345729936572
4,RUBCN,-0.87892336,,0.3794428391383279,0.9999345729936572
4,TNF,-0.87912834,,0.3793316889175383,0.9999345729936572
4,AREG,-0.8842739,,0.37654838205582286,0.9999345729936572
4,IGLC1,-0.8883944,,0.3743286286329539,0.9999345729936572
4,HS3ST1,-0.88909143,,0.37395394977209706,0.9999345729936572
4,MS4A3,-0.8980295,,0.3691698306957193,0.9999345729936572
4,KIF21B,-0.90495855,,0.36548735499219254,0.9999345729936572
4,EFNA1,-0.9054095,,0.365248464767266,0.9999345729936572
4,ENSG00000274712,-0.90711105,,0.36434807523764323,0.9999345729936572
4,RASGRP1,-0.9142246,,0.36059883974350126,0.9999345729936572
4,NFATC4,-0.91955465,,0.35780553991967234,0.9999345729936572
4,BCL2L1,-0.92359316,,0.35569817171852747,0.9999345729936572
4,OTULINL,-0.9277137,,0.35355610066681487,0.9999345729936572
4,MFSD4B,-0.9290257,,0.35287576338728444,0.9999345729936572
4,DLG3,-0.9293947,,0.352684567841434,0.9999345729936572
4,MPO,-0.9312192,,0.3517401756107629,0.9999345729936572
4,AKAP12,-0.9324697,,0.35109382147994417,0.9999345729936572
4,ARHGEF35-AS1,-0.93788177,,0.34830517155416496,0.9999345729936572
4,ANKRD37,-0.9379228,,0.34828409929174164,0.9999345729936572
4,TSIX,-0.9396038,,0.3474208342670144,0.9999345729936572
4,SPIB,-0.94249433,,0.3459396252269966,0.9999345729936572
4,CD68,-0.9436218,,0.34536294109690024,0.9999345729936572
4,TCP11L2,-0.96198994,,0.3360546541762749,0.9999345729936572
4,BTN3A3,-0.9652085,,0.3344404056605397,0.9999345729936572
4,GSAP,-0.969206,,0.3324424188593612,0.9999345729936572
4,CARD11,-0.97793907,,0.32810446437385654,0.9999345729936572
4,MIR3142HG,-0.9863851,,0.32394416293831885,0.9999345729936572
4,HIVEP3,-0.9898291,,0.32225763559572274,0.9999345729936572
4,ITPKB,-0.9986032,,0.31798694422098683,0.9999345729936572
4,IGLC2,-1.0025598,,0.3160733294169802,0.9999345729936572
4,ENSG00000275441,-1.0037693,,0.31548985027893106,0.9999345729936572
4,CCDC50,-1.0075823,,0.31365504146582734,0.9999345729936572
4,PAN3-AS1,-1.0119693,,0.31155272896089914,0.9999345729936572
4,SAMHD1,-1.0142243,,0.3104757247930151,0.9999345729936572
4,CBLB,-1.0161308,,0.3095670861413298,0.9999345729936572
4,CCL3L3,-1.0186933,,0.3083485679354704,0.9999345729936572
4,SPAG9,-1.0187548,,0.3083193625349667,0.9999345729936572
4,ZNF280B,-1.0206819,,0.3074051868461858,0.9999345729936572
4,CD72,-1.0296609,,0.30316919986376567,0.9999345729936572
4,HHIP-AS1,-1.0436215,,0.29666052512708674,0.9999345729936572
4,RAG1,-1.0521086,,0.292749728302688,0.9923719603480948
4,HNRNPK-AS1,-1.0608622,,0.28875254802576156,0.9804840340433331
4,IGKC,-1.0634247,,0.2875894060702031,0.9798616901880857
4,MAGI1,-1.0661922,,0.28633676799089525,0.9772585938255811
4,EFNA3,-1.0733877,,0.28309717819553615,0.9678536006684997
4,FGD5,-1.0770367,,0.28146383589586155,0.9655706205689933
4,SCN9A,-1.0828178,8.243894,0.27888929482487435,0.9583824564428672
4,RGPD5,-1.0871228,,0.2769825207851715,0.9557057656018018
4,TUBA4A,-1.0931704,,0.27431899350276967,0.9492006695597567
4,KLF7,-1.0932524,,0.27428299852077564,0.9492006695597567
4,KLHL36,-1.0962454,,0.27297138957208866,0.948938891730601
4,LIMD1,-1.098931,,0.27179819203522915,0.9470320279973142
4,CRACR2A,-1.100243,,0.27122628403853544,0.9466886004835443
4,BMP1,-1.1022315,,0.27036105861297477,0.9453183867586531
4,TMEM268,-1.1343142,,0.2566627787694197,0.9005711535769112
4,H2BC5,-1.1584634,,0.24667499364296708,0.8716430870776223
4,IL7R,-1.1628504,,0.24489020576695786,0.8668679850157801
4,TTN,-1.1685289,,0.2425934737197014,0.8602605451053242
4,ENSG00000276900,-1.1696564,,0.24213925215906462,0.8601749632648833
4,CAMK2D,-1.173941,,0.24041866792727906,0.855582448139783
4,PIK3C2B,-1.1749865,,0.2400001231507327,0.855582448139783
4,PMEPA1,-1.181936,,0.23723108258206793,0.8472538663645283
4,JCHAIN,-1.1836375,,0.2365565708196653,0.8463562462242049
4,TNFRSF13C,-1.1866716,,0.2353571938363208,0.8435741714563469
4,RASAL2,-1.1889676,,0.2344524226832838,0.8418399378214858
4,TAP1,-1.1894186,,0.23427498967629978,0.8418399378214858
4,CACNA1A,-1.1924527,,0.23308382195009758,0.8399417007210723
4,NPPC,-1.2107183,,0.22600340849449307,0.817372182620228
4,PIEZO2,-1.2109847,,0.22590125163769892,0.817372182620228
4,ZDHHC23,-1.2162533,,0.22388845211084218,0.8126622581155796
4,SMAD1,-1.2233258,,0.22120665367789039,0.8043878315559649
4,SLC8B1,-1.2316694,,0.21807260732198475,0.7944357279489426
4,MS4A1,-1.233617,,0.21734568969945212,0.7932324441585843
4,PLEKHG2,-1.238783,,0.2154258916051669,0.7876632234192573
4,LNCRNA-IUR,-1.241653,,0.21436463063641242,0.7852184272396059
4,CD19,-1.2501401,,0.21124840023450753,0.7752234870991102
4,CEBPD,-1.2543631,,0.20971007378594442,0.770992918330678
4,FHIP2B,-1.2586681,,0.2081502423517262,0.7666675593065421
4,ZDHHC17,-1.2629321,,0.2066135757122165,0.7624117184952638
4,ENSG00000276216,-1.2705786,,0.2038785775874027,0.7551598957633864
4,LRCH1,-1.2776102,,0.20138689337358728,0.7489997160254944
4,CYTH4,-1.2856053,,0.1985808520514618,0.7409733285502306
4,TAPT1,-1.2877988,,0.1978160105313651,0.7394991047901499
4,GAS7,-1.2947073,,0.19542120391601403,0.7319146214082922
4,RGS1,-1.2981924,,0.19422123802121083,0.7287851332878454
4,CD9,-1.3111075,,0.1898214583423219,0.7142395194349971
4,ST3GAL5,-1.3118864,,0.1895584423648755,0.7142395194349971
4,SNX29,-1.3120505,,0.18950310481722266,0.7142395194349971
4,OSGIN2,-1.325929,,0.1848631915535769,0.7029018690250072
4,ZNF804A,-1.3465728,,0.1781178840102121,0.6798392519473745
4,SMO,-1.3495657,,0.17715531828367503,0.67745819611348
4,AZU1,-1.3516158,,0.17649826613154918,0.6762385675538283
4,TNNI2,-1.3583808,,0.1743428807282028,0.6692624979969397
4,P4HA2,-1.3634853,,0.17272959991625925,0.6643446150625355
4,TSPAN7,-1.381382,,0.16716154521656268,0.6441678043027463
4,PLXNB2,-1.3935796,,0.16344460363731061,0.6322808651346639
4,TBC1D4,-1.3991351,,0.16177247304460218,0.6270250893201634
4,ABCG1,-1.4044856,,0.16017428442667403,0.6220360560259185
4,TP53INP1,-1.4280403,,0.15328025597900335,0.5987509999179819
4,BTG1-DT,-1.4402584,,0.1497943062420579,0.5883158761197761
4,FCMR,-1.4434154,,0.1489034821632188,0.5862341817449559
4,BLNK,-1.448602,,0.14744877354349703,0.5816519666410139
4,MAML2,-1.4531325,,0.14618697102659492,0.5789583010954255
4,SNX18,-1.4793317,,0.1390516893612274,0.5528894209193932
4,TSPAN33,-1.4837188,,0.13788355957938028,0.5504333715743723
4,ZCCHC7,-1.4904838,,0.13609708281185084,0.5443883312474034
4,FOSL2,-1.4930463,,0.13542507270057716,0.5427858625273634
4,PTX3,-1.4969823,,0.13439786127872777,0.5397504469025212
4,VPREB3,-1.4995449,,0.133732348411906,0.5381583437098834
4,ATP6V1E2,-1.5003239,,0.13353053865674175,0.5381583437098834
4,JDP2,-1.512952,,0.1302918710014726,0.5274974534472575
4,ARHGAP32,-1.5132799,,0.13020856924960064,0.5274974534472575
4,BEX1,-1.518446,,0.12890201180802546,0.5239919179188027
4,GPR65,-1.521439,,0.12814971171725256,0.5230600478255206
4,PCDH9,-1.52435,,0.12742130144221864,0.5211505171460885
4,UBR2,-1.531607,,0.12561942945311705,0.5148337272668732
4,IRF7,-1.5342106,,0.12497785611608478,0.5132560826122579
4,KLF4,-1.534723,,0.12485186361779226,0.5132560826122579
4,ANXA2,-1.5352765,,0.12471590298315094,0.5132560826122579
4,RUNX2,-1.5376956,,0.12412305918715255,0.5129052032526965
4,HVCN1,-1.5394586,,0.12369237354026796,0.5121837413675693
4,MEF2D,-1.5400531,,0.1235474056114094,0.5121837413675693
4,TTC7A,-1.5436201,,0.12268038159071983,0.5101055367597498
4,ID1,-1.5571913,,0.11942508661535702,0.4976045275639876
4,LRRC27,-1.5682204,,0.11682972291593385,0.4888272925352881
4,ANXA1,-1.5813404,,0.11380022270939674,0.4771497807521876
4,ARPP21,-1.5849894,,0.11296873248664872,0.4746585398598686
4,MIR142HG,-1.591365,,0.1115274583663485,0.4695892983846253
4,RASGEF1B,-1.6005286,,0.10948137701053458,0.4619467384410742
4,COL5A1,-1.6083596,,0.10775644144744367,0.45562977356212975
4,IL1RL1,-1.6086671,,0.10768914998707942,0.45562977356212975
4,IRF8,-1.6165186,,0.1059822196132453,0.4500306565318272
4,IRF9,-1.6300898,,0.1030825254190304,0.4386490443362996
4,CD24,-1.6665391,,0.09560610038792229,0.4077019206307987
4,ZNF608,-1.6677691,,0.09536158355928318,0.4075281348687315
4,PARD6G-AS1,-1.6772811,,0.09348752442759717,0.40037483694902426
4,PARP8,-1.7033573,,0.08850122355900197,0.3822947021987126
4,BCL3,-1.7379615,,0.0822175891588633,0.35746777895157955
4,ACY3,-1.7420411,,0.08150125647700522,0.35512530055339964
4,CREM,-1.7786338,,0.07529981186758888,0.32882013915977676
4,SLC12A9,-1.7898884,,0.07347185012451243,0.3215398254902076
4,BTN2A2,-1.8550789,,0.06358496112227638,0.28010996089108536
4,IL3RA,-1.8613315,,0.06269738587442186,0.2774220613912472
4,NPDC1,-1.866518,,0.061968931236455395,0.27480679040556716
4,MDM4,-1.8728526,,0.06108875272934229,0.27150556768596573
4,ZFYVE16,-1.8776906,,0.06042350909712998,0.2691470338402226
4,SLC18A2,-1.8879406,,0.05903392091443803,0.2641338743375303
4,LRRC8C,-1.9129099,,0.05575959915823325,0.2506049400370034
4,DPY19L4,-1.9189368,,0.054992325558136664,0.2477131781898048
4,PLK2,-1.9246974,,0.054267226256708476,0.24499876413863872
4,IGHD,-1.9260299,,0.054100639601255995,0.24479927421382802
4,SCN3A,-1.9339839,,0.053115099427611945,0.24088480466037163
4,EBF1,-1.942635,,0.0520602716226098,0.2371766360938943
4,ENSG00000273338,-1.9429425,,0.05202310255692728,0.2371766360938943
4,SENP7,-1.9679527,,0.04907347913641781,0.22459258186003575
4,ARL4D,-1.9831228,,0.047353712225307466,0.21771821712785042
4,ZNF821,-1.9844553,,0.047205103225344325,0.21753503790481254
4,PDE4B,-2.0022495,,0.04525790888766007,0.20904345906540447
4,HSPH1,-2.0091171,,0.044524726414086835,0.20613299265780943
4,PLCL2,-2.0095065,,0.04448344497918357,0.20613299265780943
4,MEF2A,-2.030847,,0.04227050092069279,0.19706527235754215
4,ALDH1A1,-2.033348,,0.042017358530408715,0.19634279687106876
4,ALOX5AP,-2.061823,,0.03922460117549784,0.1841530571619617
4,APOC2,-2.0734465,,0.03813074784108862,0.17986201811834257
4,SPATS2L,-2.077567,,0.037749258124408616,0.17848348994992255
4,GLMN,-2.0952997,,0.03614436538663822,0.17130030988928066
4,SH3BP5,-2.1095881,,0.03489383879068056,0.16576645506261548
4,IFI6,-2.133143,,0.03291300526402579,0.15710265042494412
4,NFKBID,-2.1657586,,0.03032963553897392,0.14511787339221974
4,S100A10,-2.1694486,,0.030048637719868876,0.1441181665221529
4,PPP2R3B,-2.1695511,,0.030040864272623327,0.1441181665221529
4,MBNL2,-2.1882677,,0.028650100896382525,0.13840628452358708
4,CCDC186,-2.1919577,,0.028382551906407507,0.13744577194386204
4,ID3,-2.1985998,,0.02790638583988502,0.13546789242662632
4,TNFSF9,-2.2141185,,0.026820629184135334,0.1305140106283958
4,HLA-DQA2,-2.2363613,,0.025328123948308665,0.12355182413809106
4,DUSP5,-2.2469597,,0.024642601180880467,0.12050171726591916
4,PLK3,-2.2657993,,0.023463670552888814,0.11501799290631771
4,NCF1,-2.2712524,,0.023131702955776674,0.11394927564422005
4,DCLRE1C,-2.2727695,,0.02304007930184406,0.11377816939182252
4,ETS1,-2.2740405,,0.022963556369533733,0.11368097212640461
4,CDK13,-2.288985,,0.0220802222995658,0.10985185223664576
4,SCT,-2.2894976,,0.02205046115090919,0.10985185223664576
4,CLEC2D,-2.2935565,,0.021815982955346404,0.10907991477673201
4,UBE2H,-2.2961805,,0.021665558445296534,0.1085992904526142
4,BANK1,-2.3057542,,0.02112437353974494,0.10615263085298965
4,ARAP2,-2.3172343,,0.02049097572129434,0.10322909683271707
4,HECA,-2.3215187,,0.020258862636522545,0.10231748806324517
4,EDEM1,-2.3791652,,0.017351898558437995,0.08785771421993921
4,SAT1,-2.3857663,,0.01704358128036616,0.0865156410170871
4,NCOA3,-2.3878777,,0.016945978007922687,0.08623907383166761
4,SLC2A3,-2.3884108,,0.01692141796422341,0.08623907383166761
4,ZNF793,-2.3990502,,0.01643765549941558,0.08408007928089811
4,BACH2,-2.419612,,0.015537076496754282,0.07967731536797068
4,TAGAP,-2.4814198,,0.013086011131100833,0.06780316648238774
4,TRIM34,-2.498353,,0.012477186474031645,0.06498534621891482
4,ENSG00000233968,-2.5310302,,0.011372803149372638,0.059699754064948235
4,PRSS2,-2.5339003,,0.01128008216442444,0.059368853496970735
4,RASD1,-2.5420184,,0.011021438542557695,0.0583144896431624
4,RHOQ,-2.5494394,,0.01078962583001016,0.057239394323661326
4,PXDN,-2.5733016,,0.010073338851084563,0.05358158963342853
4,RPS6KA5,-2.5945807,,0.009470636801480014,0.05064511658545462
4,SKIL,-2.6211283,,0.008763924038358377,0.04711787117396977
4,ARHGEF7,-2.6219895,,0.008741814150046606,0.04711787117396977
4,IER3,-2.628324,,0.00858067504202008,0.04638202725416259
4,HES1,-2.6608372,,0.007794663192215773,0.042593787935605316
4,PRDM2,-2.6799433,,0.007363462041045354,0.04034773721120742
4,MAN1A1,-2.6958926,,0.007020032519910429,0.038571607252255107
4,SLC36A4,-2.7210872,,0.006506760523507073,0.03594895316854737
4,HERPUD1,-2.753949,,0.005888096329471462,0.032802765066693385
4,FOXO1,-2.7736905,,0.0055424374882714076,0.030963337923303955
4,TNFAIP3,-2.8081307,,0.004982998662928108,0.028152534818802873
4,HMGCS1,-2.8610826,,0.00422196959092198,0.02392050759729167
4,CD79A,-2.8768678,,0.004016438576413622,0.022820673729622855
4,CXCL2,-2.8993769,,0.003739050927844584,0.021305133491991934
4,DEPP1,-2.907372,,0.00364479481890794,0.02082739896518823
4,PTMA,-2.9202666,,0.003497320732415975,0.020041952621294986
4,BAG3,-2.9240181,,0.0034554463864524382,0.01985888727846229
4,PDE4D,-2.9333663,,0.0033530816475959846,0.01938197484159529
4,HLA-DQA1,-2.9387167,,0.0032957415276461317,0.019105747986354386
4,RUFY3,-2.9463017,,0.00321598474523161,0.018697585728090757
4,CBX4,-2.9490693,,0.0031873250158057243,0.01858498551490218
4,RNASE6,-2.9924476,,0.002767501651905607,0.016303490935398377
4,DOK2,-2.9940467,,0.002753038758586435,0.016290170169150502
4,NEAT1,-3.0042968,,0.002661955998913354,0.015797958450524355
4,VPREB1,-3.0084376,,0.0026259461565560248,0.01567729048690164
4,BIRC3,-3.033448,,0.0024177645255725817,0.014477631889656178
4,PBXIP1,-3.0377529,,0.0023834928346441113,0.014315272280144812
4,RHEX,-3.049315,,0.002293638352388491,0.013817098508364403
4,ACSM3,-3.0669246,,0.0021627337103336357,0.013067877403828613
4,EZR,-3.1064694,,0.0018933588334603575,0.011474902020971864
4,ATOSA,-3.1158175,,0.0018343576007960225,0.011151110035234179
4,ZBTB20,-3.125432,,0.0017754407194051458,0.010825858045153328
4,NKG7,-3.1697328,,0.0015257913076982058,0.009360682869314145
4,HBD,-3.1778305,,0.0014838149615738032,0.009131168994300326
4,TRBC2,-3.190561,,0.001419968428219647,0.008765237211232388
4,CSRNP1,-3.195358,,0.0013965745277565189,0.008647520295705998
4,YME1L1,-3.2020206,,0.001364672287266473,0.008476225386748278
4,ENSG00000272256,-3.2279942,,0.001246614544270238,0.0077670688116525735
4,STK17B,-3.250442,,0.0011522578134290533,0.007201611333931583
4,KMT2E,-3.266555,,0.0010886462506845844,0.006825368342850059
4,SMIM14,-3.2798598,,0.0010385872751129132,0.006531995440961718
4,MXD1,-3.2908683,,0.000998786750851943,0.006321435131974322
4,ATP2B1-AS1,-3.317129,,0.0009094762945858999,0.00577445266403746
4,PAG1,-3.3406222,,0.0008359090921982262,0.0053412721546212535
4,DOCK10,-3.3433692,,0.0008276771963150778,0.00530562305330178
4,SOCS2,-3.3574321,,0.0007867002247286899,0.005059165432338842
4,CXCR4,-3.3607738,,0.0007772446050497312,0.0050144813229014915
4,LDLRAD4,-3.3756979,,0.0007362872447923503,0.0047656132349019435
4,ANKRD44,-3.4469564,,0.0005669400906620595,0.0036814291601432437
4,FCER1A,-3.453824,,0.0005526980731791874,0.003612405707053513
4,CD83,-3.47334,,0.0005140235864980214,0.0033706464688394847
4,CRIP1,-3.5392685,,0.00040123743616730625,0.0026397199747849095
4,H2AC6,-3.5510767,,0.00038365867813097275,0.002532400515715992
4,PIK3CG,-3.5639918,,0.0003652574606162812,0.002418923580240273
4,TYROBP,-3.736767,,0.0001864015155963476,0.0012468328802431278
4,AVP,-3.7482471,,0.0001780747962051689,0.0011951328604373752
4,IKZF2,-3.7638066,,0.00016734627398607753,0.0011269109359331821
4,AHNAK,-3.7844093,,0.00015407406647090498,0.001041040989668277
4,CDKN2D,-3.7996204,,0.0001449178728340674,0.0009824940531123214
4,RGS18,-3.8088865,,0.00013959401125503658,0.0009496191241839223
4,HDC,-3.8275826,,0.0001294079434590148,0.0008894016732578338
4,AEBP1,-3.8410513,,0.0001225085386338894,0.0008448864733371684
4,CXCL3,-3.9223754,,8.768026725534756e-05,0.0006067838564383915
4,TASL,-3.94716,,7.908370860443525e-05,0.0005530329273037431
4,CD55,-3.956918,,7.592295546801784e-05,0.0005327926699510024
4,ERN1,-4.027869,,5.628466787213512e-05,0.0003963709005079938
4,RGL4,-4.028853,,5.604962894868495e-05,0.00039611045193416926
4,PTPRE,-4.0446587,,5.23994023766608e-05,0.00037273410096195673
4,DUSP6,-4.0625143,,4.854696558809818e-05,0.00034800692177848155
4,BTG2,-4.086069,,4.387433446077859e-05,0.0003167821982727696
4,CYTIP,-4.0867047,,4.375438084422275e-05,0.0003167821982727696
4,CREBRF,-4.164687,,3.1177989671333223e-05,0.00022674901579151433
4,PLCG2,-4.172621,,3.0111608392037273e-05,0.00021979276198567352
4,CMTM8,-4.1764336,,2.9611505318660327e-05,0.00021693410489861045
4,PLEKHA2,-4.257286,,2.0692335072614262e-05,0.00015214952259275192
4,CD38,-4.284572,,1.830913611689485e-05,0.00013512277577044167
4,ATF3,-4.3101974,,1.631090861016915e-05,0.00012082154526051221
4,KLF6,-4.3470974,,1.3795097643135091e-05,0.0001025657817333464
4,P2RX5,-4.372456,,1.2285654210280023e-05,9.168398664388077e-05
4,GNG7,-4.382993,,1.1705979589077078e-05,8.768524036761856e-05
4,HLA-DMB,-4.3839974,,1.1652102726099374e-05,8.760979493307799e-05
4,IER5L,-4.3919926,,1.1231646438473031e-05,8.476714293187193e-05
4,HSPA6,-4.5686016,,4.909893117458355e-06,3.7623702049489305e-05
4,DNAJB4,-4.58822,,4.470411118363501e-06,3.4387777833565395e-05
4,TRIM38,-4.59765,,4.272825842666731e-06,3.299479415186665e-05
4,TPM2,-4.618027,,3.87405210828096e-06,3.0148265434093074e-05
4,BAZ2B,-4.633095,,3.60239205368168e-06,2.825405532299357e-05
4,HLA-DQB1,-4.670098,,3.010564875270225e-06,2.3893372025954164e-05
4,IER5,-4.6997614,,2.6046558384102294e-06,2.075422978812932e-05
4,TSC22D3,-4.797404,,1.6073549025659387e-06,1.285883922052751e-05
4,TXNIP,-4.8263497,,1.3905814449102291e-06,1.1169328874780957e-05
4,KDM6B,-4.8656487,,1.1408203750587403e-06,9.20016431498984e-06
4,GIMAP7,-4.868908,,1.1221654387657978e-06,9.08635982806314e-06
4,PARP14,-4.9359436,,7.976414077481227e-07,6.5113584305969204e-06
4,S100A11,-4.944595,,7.630244182383508e-07,6.254298510150416e-06
4,EREG,-4.950519,,7.401573673603694e-07,6.0918301840359626e-06
4,GP1BB,-5.026165,,5.003859420251712e-07,4.15258043174416e-06
4,LPGAT1,-5.141068,,2.731809758728035e-07,2.2860332709021214e-06
4,YPEL3,-5.1500883,,2.603640087019894e-07,2.1971646303965352e-06
4,KLF2,-5.222843,,1.761965702878324e-07,1.5059535922036958e-06
4,PPP1R2,-5.236886,,1.6330865644021276e-07,1.4017910424052597e-06
4,NFKBIZ,-5.257919,,1.456946887831195e-07,1.2559886964062027e-06
4,CYFIP2,-5.277804,,1.3074111680145298e-07,1.131957721224701e-06
4,PLD4,-5.3015842,,1.1480202635787679e-07,9.982784900684938e-07
4,LTB,-5.313474,,1.0755457106319724e-07,9.393412319929889e-07
4,CDKN1C,-5.3405347,,9.267290660654088e-08,8.165013797933116e-07
4,BCL11A,-5.36862,,7.93414954309209e-08,7.021371277072646e-07
4,JMJD1C,-5.3788495,,7.496340718728821e-08,6.663413972203396e-07
4,TMEM243,-5.423888,,5.8316376191981756e-08,5.230168268339171e-07
4,ARID5B,-5.4513173,,4.9998052807280386e-08,4.504329081736972e-07
4,NCOA7,-5.4905753,,4.0062699093088676e-08,3.642063553917152e-07
4,POU2F2,-5.510276,,3.582719089668329e-08,3.2718895796057796e-07
4,SSBP2,-5.5478935,,2.8913179722378265e-08,2.6525852956310337e-07
4,LMO4,-5.711485,,1.1199474060993065e-08,1.0418115405574943e-07
4,REL,-5.7494717,,8.952283325410114e-09,8.366619930289826e-08
4,VPS13C,-5.7574463,,8.539603657840998e-09,8.018407190461031e-08
