group,names,scores,logfoldchanges,pvals,pvals_adj
0,CD3D,0.85767376,,0.3910726373575004,0.999949508446688
0,TRIM34,0.84552366,,0.397818533156015,0.999949508446688
0,PTPRM,0.8347025,,0.40388525213121007,0.999949508446688
0,RSAD2,0.8305575,,0.4062236461021813,0.999949508446688
0,RHOQ,0.8254317,,0.40912655140892584,0.999949508446688
0,GLMN,0.81456304,,0.4153224729695939,0.999949508446688
0,CCDC141,0.79097474,,0.42895872094603826,0.999949508446688
0,EGR4,0.7869089,,0.43133519438271606,0.999949508446688
0,AJUBA-DT,0.7864343,,0.4316131003966528,0.999949508446688
0,SH2D1A,0.7737621,,0.4390714797526002,0.999949508446688
0,RUNX2,0.7697912,,0.4414237701640802,0.999949508446688
0,IFI44L,0.7623398,,0.44585725273381704,0.999949508446688
0,LRRC27,0.75941294,,0.44760555586158457,0.999949508446688
0,IRF9,0.75930226,,0.4476717842942092,0.999949508446688
0,CCL3L3,0.75852704,,0.4481355392413754,0.999949508446688
0,ABCA1,0.7551731,,0.4501451307848481,0.999949508446688
0,HES4,0.7463295,,0.45546841651596803,0.999949508446688
0,LOH12CR2,0.7443677,,0.4566540362857102,0.999949508446688
0,WBP2NL,0.7379921,,0.46051925547109973,0.999949508446688
0,NEIL1,0.73716944,0.9199466,0.461019322785583,0.999949508446688
0,RORA,0.73680556,,0.4612406031759635,0.999949508446688
0,HIVEP3,0.7308413,,0.4648761245462729,0.999949508446688
0,TENT5A,0.7253357,,0.4682460879390484,0.999949508446688
0,LINC02580,0.7242283,,0.46892558467538525,0.999949508446688
0,TAP1,0.7219502,,0.47032512046022623,0.999949508446688
0,TLR6,0.7188019,,0.4722629920235818,0.999949508446688
0,IRAG1,0.7091989,,0.4782010672986635,0.999949508446688
0,ENSG00000268027,0.70892996,,0.47836795796006915,0.999949508446688
0,CD3E,0.70540196,,0.4805601151782919,0.999949508446688
0,ID3,0.6965109,,0.4861089426417422,0.999949508446688
0,SCN1B,0.671562,,0.5018625482404544,0.999949508446688
0,PLXNB2,0.6639682,,0.5067106442598839,0.999949508446688
0,P4HA2,0.6636044,,0.5069435653646455,0.999949508446688
0,ID1,0.65976,,0.5094078606224564,0.999949508446688
0,PAN3-AS1,0.65097964,,0.5150596257175374,0.999949508446688
0,SMO,0.64278466,,0.520363840666196,0.999949508446688
0,BDNF-AS,0.638703,,0.5230161727290925,0.999949508446688
0,HLA-F,0.6250816,,0.5319175174286189,0.999949508446688
0,S1PR1,0.6233572,,0.5330498495392288,0.999949508446688
0,P2RY14,0.6231989,,0.5331537942395798,0.999949508446688
0,CXCL10,0.6186743,,0.5361309445276887,0.999949508446688
0,DLG3,0.61283654,,0.5399844174955972,0.999949508446688
0,SH2B2,0.609625,,0.5421102438478713,0.999949508446688
0,ENPP2,0.60065484,,0.548069921806991,0.999949508446688
0,ZHX2,0.59340906,,0.5529074342701426,0.999949508446688
0,PPP1R2,0.58388513,,0.5592975903627702,0.999949508446688
0,LINC00513,0.5814488,,0.5609380204623227,0.999949508446688
0,DNAJB2,0.5813064,,0.5610339617406145,0.999949508446688
0,LY6E-DT,0.57844293,,0.5629651315074389,0.999949508446688
0,LINC00426,0.5672737,,0.5705282594656295,0.999949508446688
